タイトル／Title,タイトル／Title,巻号タイトル／Volume Title,作成者／Creator,公開者／Publisher,出版地・頒布地／Publication Place,出版年/Year,発行日／Issued Data,言語／Language,主題／Subject,所蔵先／Source,請求記号／Call Number,貢献者／Contributor,公開日／Date,概要,Material Type,付加的記載,装訂,請求記号,著作の構成,バージョンの成立時期,著作の時期,大きさ（縦×横）,バージョンの行字数,出所,数量,登録番号,印記,資料化の技法,バージョンの技法,データのタイトル,著作のタイトル,バージョンの成立年,著作の年,バージョンの大きさ（縦×横）,データの識別子,Series Title,状態,外題,バージョンの成立場所,参考文献,バージョンの責任,著作の責任,原簿番号,資料化の時期,資料化の年,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:alternative,dcndl:volumeTitle,dcterms:creator,dcterms:publisher,dcndl:publicationPlace,uterms:year,dcterms:issued,dcterms:language,dcterms:subject,dcterms:source,dcndl:callNumber,dcterms:contributor,dcterms:available,dcterms:description,dcndl:materialType,uparl:additionalDescription,uparl:bibliopegy,uparl:callNumber,uparl:constitutionOfTheWork,uparl:dateOfTheVersion,uparl:dateOfTheWork,uparl:dimensions,uparl:linageOfTheVersion,uparl:provenance,uparl:quantity,uparl:registrationNumber,uparl:seal,uparl:techniqueOfTheMaterialization,uparl:techniqueOfTheVersion,uparl:titleOfTheData,uparl:titleOfTheWork,uparl:yearOfTheVersion,uparl:yearOfTheWork,uparl:dimensionsOfTheVersion,uparl:identifierOfTheData,dcndl:seriesTitle,uparl:condition,uparl:externalTitle,uparl:placeOfTheVersion,uparl:reference,uparl:responsibilityOfTheVersion,uparl:responsibilityOfTheWork,uparl:ledgerNumber,uparl:dateOfTheMaterialization,uparl:yearOfTheMaterialization,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,20214
Denkmaeler aus Aegypten und Aethiopien. Vorläufige Nachricht,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Vorläufige Nachricht über die Expedition, ihre Ergebnisse und deren Publikation","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,1849,ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:13,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0219861b-252b-0638-4ff2-8eb0ed0186f5.json,0219861b-252b-0638-4ff2-8eb0ed0186f5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/0219861b-252b-0638-4ff2-8eb0ed0186f5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c4791e9318a56ba96aab8fec7336daf24a778c78.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176837,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-13,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0219861b-252b-0638-4ff2-8eb0ed0186f5/manifest,,,,,21
Denkmaeler aus Aegypten und Aethiopien. Band 2,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band II. Erste Abtheilung: Topographie und Archtecture, Blatt LXVII-CXLV","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:1-2,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第2巻.第1部:地形と建築.図版:62-145.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9a64ea1c-2840-6da6-1a3d-d722c88429e6.json,9a64ea1c-2840-6da6-1a3d-d722c88429e6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/9a64ea1c-2840-6da6-1a3d-d722c88429e6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/48a619b718172b8a5c82e4f78b47dce9c3e39590.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176826,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9a64ea1c-2840-6da6-1a3d-d722c88429e6/manifest,,,,,84
Denkmaeler aus Aegypten und Aethiopien. Band 3,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band III. Zweite ABbtheilung, Denkmaeler des Altes Reichs, Blatt I-LXXXI","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:3-4,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第3巻.第2部:古王国時代の記念碑.図版:1-81.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a009b43e-3560-204b-405a-072a0265591b.json,a009b43e-3560-204b-405a-072a0265591b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/a009b43e-3560-204b-405a-072a0265591b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0394390b606f51aec421b8ae02f8a691720aacc9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176827,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a009b43e-3560-204b-405a-072a0265591b/manifest,,,,,88
Denkmaeler aus Aegypten und Aethiopien. Band 4,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band IV. Zweite ABbtheilung, Denkmaeler des Altes Reichs, Blatt LXXXII-CLIII","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:3-4,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第4巻.第2部:古王国時代の記念碑.図版:82-153.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b8a2c8f5-32fa-63ed-14d0-339a8b705d47.json,b8a2c8f5-32fa-63ed-14d0-339a8b705d47,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/b8a2c8f5-32fa-63ed-14d0-339a8b705d47,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3663068674127146192e780a02a440c92bad5e56.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176828,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b8a2c8f5-32fa-63ed-14d0-339a8b705d47/manifest,,,,,77
Denkmaeler aus Aegypten und Aethiopien. Band 5,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band V. Dritte Abtheilung, Denkmaeler des Neuen Reichs, Blatt I-XC","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:5-6,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第5巻.第3部:新王国時代の記念碑.図版:1-90.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0ab7a5f8-04e8-5e3d-3fc8-c90f049c6568.json,0ab7a5f8-04e8-5e3d-3fc8-c90f049c6568,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/0ab7a5f8-04e8-5e3d-3fc8-c90f049c6568,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e4915b4bfc5aaac10e488e93cb8c9fccdfbedc0d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176829,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0ab7a5f8-04e8-5e3d-3fc8-c90f049c6568/manifest,,,,,98
Denkmaeler aus Aegypten und Aethiopien. Band 6,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band VI. Dritte Abtheilung, Denkmaeler des Neuen Reichs, Blatt CI-CLXXII","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:5-6,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第6巻.第3部:新王国時代の記念碑.図版:91-172.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/da19cbf8-8fd7-2816-4eec-bcdc7dfb02f5.json,da19cbf8-8fd7-2816-4eec-bcdc7dfb02f5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/da19cbf8-8fd7-2816-4eec-bcdc7dfb02f5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/04656b28351ff0dd5a0af43e0f6a51db0a125929.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176830,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/da19cbf8-8fd7-2816-4eec-bcdc7dfb02f5/manifest,,,,,87
Denkmaeler aus Aegypten und Aethiopien. Band 7,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band VII. Dritte Abtheilung, Denkmaeler des Neuen Reichs, Blatt CLXXIII-CCXLII","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:7-8,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第7巻.第3部:新王国時代の記念碑.図版:173-242.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7cebb351-8fcf-582f-a2f0-71c7ce1608e2.json,7cebb351-8fcf-582f-a2f0-71c7ce1608e2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/7cebb351-8fcf-582f-a2f0-71c7ce1608e2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e504aabcaaa41965629be8a42293c7fe5ccae649.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176831,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7cebb351-8fcf-582f-a2f0-71c7ce1608e2/manifest,,,,,77
Denkmaeler aus Aegypten und Aethiopien. Band 8,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band VIII. Bbtheilung III, Blatt CCXLIII-CCCIV","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:7-8,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団(団長カール・リヒャルト・レプシウス)による学術成果報告.第8巻.第3部:新王国時代の記念碑.図版:243-304.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f2be7d38-4fc2-3fef-a012-a773929d02b0.json,f2be7d38-4fc2-3fef-a012-a773929d02b0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/f2be7d38-4fc2-3fef-a012-a773929d02b0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5ffdefee3eb9bfadf444d6cacfb86dbd5b685ef7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176832,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f2be7d38-4fc2-3fef-a012-a773929d02b0/manifest,,,,,67
Denkmaeler aus Aegypten und Aethiopien. Band 9,"Denkmaeler aus Aegypten und Aethiopien nach den zeichnungen der von Seiner Majestaet dem koenige von Preussen Friedrich Wilhelm IV nach diesen laendern gesendeten und in den jahren 1842-1845 ausgefuehrten wissenschaftlichen Expedition, auf Befehl seiner Majestaet","Band IX. Vierte Abtheilung, Denkmaeler aus der Zeit der Griechischen und Roemischen Herrschaft. Blatt I-XC","Lepsius, Richard|herausgegeben und erlaeutert von C.R. Lepsius",Nicolaische Buchhandlung,Berlin,,[1849]-[1859],ger,"Ancient Egypt -- Art and archaeology  Egyptian language -- Inscriptions
Tombs -- Ancient Egypt 
Temples -- Ancient Egypt
Nubia -- Art and archaeology 
Temples -- Nubia","東京大学総合図書館/The General Library, the University of Tokyo",BG:222:9-10,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,"カール・リヒャルト・レプシウス『エジプトおよびエチオピアの記念碑』.古代エジプト文明の記念碑に対する科学的記録を得るために,1842年から45年にかけてプロイセン王フリードリヒ・ヴィルヘルム4世によって派遣された調査団による学術成果報告.第9巻.第4部:ギリシャとローマの支配時代の記念碑.図版:1-90.「大蔵省賠償金特別会計所属図書」,「東京帝国大学図書印」の印有り.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f6af5f5-176b-9afa-0d2b-c608def36b97.json,2f6af5f5-176b-9afa-0d2b-c608def36b97,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/2f6af5f5-176b-9afa-0d2b-c608def36b97,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6599993b1aa6771cabcf73f9a9fdf41d28c03607.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1176833,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",,,エジプト学研究のためのデジタル資源/Digital Resources for Egyptian Studies,2-9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f6af5f5-176b-9afa-0d2b-c608def36b97/manifest,,,,,96
古今歴代十八史略 一 [A004313-01],,,,,,,,,,,,,,中国元時代に刊行された漢籍。南葵文庫。,,,"線装, 四針眼釘法",A00-4313,"首巻, 2巻",元,"南宋末期, 元初期",20.1×13.9cm,"15行行26字, 首巻14行行26字","島田重礼旧蔵, 徳川慶喜旧蔵, 東京大学総合図書館所蔵",2冊,,"昌平坂学問所, 東京帝国大学図書印, 琴川, 南葵文庫, 島田氏双桂楼収蔵, 島田重礼, 敬甫, 島田重礼敬甫氏, 双桂書楼",印本,木版,古今歴代十八史略二巻首一巻 Gujin Lidai Shibashi Lüe 2 juan shou 1 juan 古今历代十八史略二卷首一卷 古今歷代十八史略二卷首一卷,(巻首題)古今歴代十八史略,13-14世紀,13-14世紀,(内框)17.0×11.9cm,A004313,,"書き入れあり, 裏打ち修復済み, 虫損あり","十八史略, 元槧十八史略",,,勤徳書堂刊,(元)曽先之編,B30966,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1519c399-d096-4f06-b8a0-f6fc0c14deaa.json,1519c399-d096-4f06-b8a0-f6fc0c14deaa,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/asia/document/1519c399-d096-4f06-b8a0-f6fc0c14deaa,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/664eba1af7f0d982c7ec2a2fadad0beec1f96e88.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186421,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,U-PARLセレクション,A004313-01,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186421/manifest,,,,,100
