タイトル	資料の解説	項目	年月日	分類	出版事項等	状態	縦×横（cm）	備考	冊数	サブコレクション	年	アイテムURL	viewingDirection	ID	ソート用項目	機械可読ドキュメント	ウェブサイトURL	IIIFマニフェストURI	帰属	コレクション	サムネイル	利用条件
地しん心得草		災害	安政2年10月2日	かわら版	休応斉老人	木版(墨一色)	35×29		05-026	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/74cd45b6-cd66-498e-bc0c-a22721d00209	http://iiif.io/api/presentation/2#rightToLeftDirection	74cd45b6-cd66-498e-bc0c-a22721d00209	0280	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81882	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81882/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88660/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
古今奇事一覧		災害	弘化4年3月24日	番付		木版(墨一色)	49×35.5		05-027	石本コレクションI	1847	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1163b5c7-3ba8-4c56-947a-3cb70d33c1d0	http://iiif.io/api/presentation/2#rightToLeftDirection	1163b5c7-3ba8-4c56-947a-3cb70d33c1d0	0281	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81572	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81572/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88661/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
地震出火後日はなし		災害	安政2年10月	番付	博覧堂 禁売	木版(墨一色)	45×35		05-028	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/dac56063-8087-4ec2-b174-12f2e0ea3644	http://iiif.io/api/presentation/2#rightToLeftDirection	dac56063-8087-4ec2-b174-12f2e0ea3644	0282	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81597	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81597/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88662/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
会津ばんだいさん大くづれはなし		災害	明治21年7月19日	数え歌		木版(墨一色)	15×45		05-029	石本コレクションI	1888	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/79836366-0ecb-421a-af7f-452cde42e104	http://iiif.io/api/presentation/2#rightToLeftDirection	79836366-0ecb-421a-af7f-452cde42e104	0283	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81945	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81945/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88663/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
江戸大地震当座見立三人生酔		災害	安政2年10月2日	みたて		木版(墨一色)	23×36		05-030	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/f1d02192-5c99-47a2-bec6-40f19f404e5f	http://iiif.io/api/presentation/2#rightToLeftDirection	f1d02192-5c99-47a2-bec6-40f19f404e5f	0284	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81755	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81755/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88664/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
東国十八ヶ国並蝦夷図		災害	安政3年	かわら版		木版(墨一色)	17×35		05-031	石本コレクションI	1856	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/4ee2065d-2c54-405a-879c-87ad9ef7aa9f	http://iiif.io/api/presentation/2#rightToLeftDirection	4ee2065d-2c54-405a-879c-87ad9ef7aa9f	0285	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81502	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81502/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88665/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
鯰図と猫(仮)		その他			暁斉画	その他	26×53		05-032	石本コレクションI		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/2dd849aa-1887-4cd2-8806-49af67c030dc	http://iiif.io/api/presentation/2#rightToLeftDirection	2dd849aa-1887-4cd2-8806-49af67c030dc	0286	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81951	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81951/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88666/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
出方山おしぬけ		災害		かわら版		木版(墨一色)	15×42	磐梯山の噴火?	05-032	石本コレクションI		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d0408662-1162-4d71-89e8-0b27dcf2ea3d	http://iiif.io/api/presentation/2#rightToLeftDirection	d0408662-1162-4d71-89e8-0b27dcf2ea3d	0287	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81724	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81724/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88667/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
嘉永六丑年二月二日相州地震(仮)		災害	嘉永6年2月2日	かわら版	東海道吉原 之版	木版(墨一色)	23×26		05-033	石本コレクションI	1853	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/dfbdc423-ff2c-4c0e-8066-85b86e43d425	http://iiif.io/api/presentation/2#rightToLeftDirection	dfbdc423-ff2c-4c0e-8066-85b86e43d425	0288	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81534	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81534/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88668/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
安政三年辰八月二十五日江戸大風雨(仮)		災害	安政3年8月25日	かわら版		木版(墨一色)	22.5×31		05-035	石本コレクションI	1856	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/c7235e30-8f91-4fb4-b646-6cbc4cc73f6b	http://iiif.io/api/presentation/2#rightToLeftDirection	c7235e30-8f91-4fb4-b646-6cbc4cc73f6b	0289	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81713	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81713/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88669/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
平仮名絵入新聞19-24号 単色		その他		新聞	6点一紙	活版	40×19.5	6枚1紙	05-036	石本コレクションI		https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/0c8b54ab-740c-4ffc-adfd-aa9a958cc8f8	http://iiif.io/api/presentation/2#rightToLeftDirection	0c8b54ab-740c-4ffc-adfd-aa9a958cc8f8	0290	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81908	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81908/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88670/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
安政地震摺物(仮)		災害	安政2年10月2日	かわら版		木版(墨一色)	31×35		05-037	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/bb2cb502-f653-493a-b028-f98c81d3ef74	http://iiif.io/api/presentation/2#rightToLeftDirection	bb2cb502-f653-493a-b028-f98c81d3ef74	0291	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81769	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81769/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88671/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
震焼者附		災害	安政2年10月2日		市中座 富場潤蔵	木版(墨一色)	37×7		05-038	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1d744463-81cb-4d9d-acbb-14a48c87b1d3	http://iiif.io/api/presentation/2#rightToLeftDirection	1d744463-81cb-4d9d-acbb-14a48c87b1d3	0292	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81917	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81917/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88672/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
打身骨抜即席御りやう治		災害	安政2年10月2日	かわら版		木版(多色)	17×26		05-039	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/bfe50928-e599-438a-8f7e-aa7927137086	http://iiif.io/api/presentation/2#rightToLeftDirection	bfe50928-e599-438a-8f7e-aa7927137086	0293	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81768	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81768/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88673/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
伊勢・伊賀・近江・美濃・尾張図(仮)		災害	嘉永7年6月14日	かわら版		木版(墨一色)	23×30	「別条なし」とあり、嘉永7年6月14日の地震?	05-040	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ea59fea7-a1fb-4f38-9f37-af71a4c77673	http://iiif.io/api/presentation/2#rightToLeftDirection	ea59fea7-a1fb-4f38-9f37-af71a4c77673	0294	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81650	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81650/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88674/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
嘉永七寅六月十四日大地震に附て		災害	嘉永7年6月14日	かわら版		木版(多色)	18×24	大坂のお陰踊りを伝える	05-041	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/dac184ee-f175-4aaa-8e74-8f8e25a97a7a	http://iiif.io/api/presentation/2#rightToLeftDirection	dac184ee-f175-4aaa-8e74-8f8e25a97a7a	0295	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81536	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81536/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88675/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
世直り細見(袋)		災害	安政2年10月2日	かわら版		木版(墨一色)	19×13	袋	05-042	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/00bbc629-9a2c-400e-b879-f6fa4a238d04	http://iiif.io/api/presentation/2#rightToLeftDirection	00bbc629-9a2c-400e-b879-f6fa4a238d04	0296	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81697	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81697/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88676/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
世直り細見		災害	安政2年10月2日	かわら版		木版(墨一色)	52×76		05-042	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/d4018c81-d1c1-4b98-bd34-afb9aa357ffd	http://iiif.io/api/presentation/2#rightToLeftDirection	d4018c81-d1c1-4b98-bd34-afb9aa357ffd	0297	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81877	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81877/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88677/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
東海道宿場震災状況(仮)		災害	嘉永7年11月4日	かわら版	前欠日本橋左内町和泉屋甚兵衛	木版(墨一色)	15×38		05-043	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/88bf39a1-3b43-4a1b-abd9-a00585f662b9	http://iiif.io/api/presentation/2#rightToLeftDirection	88bf39a1-3b43-4a1b-abd9-a00585f662b9	0298	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81881	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81881/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88678/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
うち身くじきりやうじ所		災害	安政2年10月2日	鯰絵		木版(多色)	24×10		05-044	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/59e0e4f6-6422-4aec-8d41-3bc6b5dc8c15	http://iiif.io/api/presentation/2#rightToLeftDirection	59e0e4f6-6422-4aec-8d41-3bc6b5dc8c15	0299	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81935	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81935/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88679/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
信州善光寺大ぢしんの次第		災害	弘化3年3月24日	かわら版		木版(墨一色)	16×43		05-045	石本コレクションI	1846	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/ea69dda4-ef8a-42e8-b2f3-8a68de035502	http://iiif.io/api/presentation/2#rightToLeftDirection	ea69dda4-ef8a-42e8-b2f3-8a68de035502	0300	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81518	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81518/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88680/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
相模大地震		災害	嘉永6年2月2日	かわら版		木版(墨一色)	15×48		05-046	石本コレクションI	1853	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/1b712702-cd5a-4123-91fb-3032e19ffd0c	http://iiif.io/api/presentation/2#rightToLeftDirection	1b712702-cd5a-4123-91fb-3032e19ffd0c	0301	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81753	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81753/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88681/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
新ばんわらいの種本		災害	嘉永7年11月4日	かわら版		木版(墨一色)	19×25	嘉永7年の津波?	05-047	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/5aafc977-9b1b-4e11-81db-d7880e6b3bbd	http://iiif.io/api/presentation/2#rightToLeftDirection	5aafc977-9b1b-4e11-81db-d7880e6b3bbd	0302	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81886	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81886/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88682/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
ゆらゆら豊問答		災害	安政2年10月2日	かわら版		木版(墨一色)	18×23	単色刷り(鯰)	05-048	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/18a40069-9c58-4dee-bd18-2459ac0263f5	http://iiif.io/api/presentation/2#rightToLeftDirection	18a40069-9c58-4dee-bd18-2459ac0263f5	0303	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81680	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81680/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88683/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
大地震大津浪太功記十段目秡文句		災害	嘉永7年11月	かわら版		木版(墨一色)	16×21		05-049	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/630d1262-f819-44ec-91b7-561c4259dd31	http://iiif.io/api/presentation/2#rightToLeftDirection	630d1262-f819-44ec-91b7-561c4259dd31	0304	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81639	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81639/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88684/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
嘉永七寅十一月四日大津波(仮)		災害	嘉永7年11月4日	かわら版		木版(墨一色)	23×31		05-050	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/5cf8b51b-3259-4db5-9733-47d327975011	http://iiif.io/api/presentation/2#rightToLeftDirection	5cf8b51b-3259-4db5-9733-47d327975011	0305	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81575	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81575/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88685/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
わらいの種ほん		災害	安政2年10月2日	かわら版		木版(墨一色)	17.5×23		05-051	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/5f5de555-8c2d-4858-8f9b-ae028aef54ba	http://iiif.io/api/presentation/2#rightToLeftDirection	5f5de555-8c2d-4858-8f9b-ae028aef54ba	0306	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81796	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81796/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88686/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
夜中笑いの種		災害	安政2年	かわら版		木版(墨一色)	19×24		05-052	石本コレクションI	1855	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/76ce2b03-9187-4894-b2a1-75114e7a685d	http://iiif.io/api/presentation/2#rightToLeftDirection	76ce2b03-9187-4894-b2a1-75114e7a685d	0307	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81627	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81627/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88687/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
大地震大津浪忠臣蔵九段目秡文句		災害	嘉永7年11月4日	みたて		木版(墨一色)	15×17		05-053	石本コレクションI	1854	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/document/8480d2e7-bfff-4a8f-ac73-42c5adb87f5a	http://iiif.io/api/presentation/2#rightToLeftDirection	8480d2e7-bfff-4a8f-ac73-42c5adb87f5a	0308	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/81920	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/ishimoto/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/81920/manifest	東京大学総合図書館 General Library in the University of Tokyo, JAPAN	石本コレクション	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/88688/full/200,151/0/default.jpg	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse
