タイトル,請求記号,出版社,出版地,日付,記事タイトル1,記事タイトル1発信元,記事タイトル2,記事タイトル2発信元,記事タイトル3,記事タイトル3発信元,別タイトル,記名,面,備考,シリーズ名,言語,種別,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
函館毎日新聞 明治37年4月27日 第一号外,06-44,函館毎日新聞社,函館,1904-04-27,浦汐攻撃説,,邦人捕縛さる,,阿將軍留任,,浦汐攻撃説|邦人捕縛さる|阿将軍留任,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2a5b2699-18b6-8771-0fb6-c64b7f8e74a2.json,2a5b2699-18b6-8771-0fb6-c64b7f8e74a2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/2a5b2699-18b6-8771-0fb6-c64b7f8e74a2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/864e3035510e57458701c35d4e4a6303345044e6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071768,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1232,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2a5b2699-18b6-8771-0fb6-c64b7f8e74a2/manifest,,,,,1
函館毎日新聞 明治37年4月28日 第一号外,06-44,函館毎日新聞社,函館,1904-04-28,五洋丸撃沈詳報,,,,,,五洋丸撃沈詳報,,1,第一と第二が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/022e2761-5c3c-2fea-7d43-b2538c346640.json,022e2761-5c3c-2fea-7d43-b2538c346640,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/022e2761-5c3c-2fea-7d43-b2538c346640,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e69fd4ce3bfc9ae71f9f956c159f1139394767c6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071767,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1233,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/022e2761-5c3c-2fea-7d43-b2538c346640/manifest,,,,,1
函館毎日新聞 明治37年4月28日 第二号外,06-44,函館毎日新聞社,函館,1904-04-28,江上の小鬪,,鴨緑江上の小鬪,,,,江上の小闘|鴨緑江上の小闘,,1,第一と第二が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f16ace99-4735-79ec-83a7-a4ee4c0570a2.json,f16ace99-4735-79ec-83a7-a4ee4c0570a2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/f16ace99-4735-79ec-83a7-a4ee4c0570a2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/20b068393f6456b01b56c05ee8b464802691a9e5.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071766,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1234,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f16ace99-4735-79ec-83a7-a4ee4c0570a2/manifest,,,,,1
函館毎日新聞 明治37年4月29日 第一号外,06-44,函館毎日新聞社,函館,1904-04-29,九連城占領,,大軍鴨緑江を渡る,,露佛の交讓,,九連城占領|大軍鴨緑江を渡る|露仏の交譲,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/957e8173-8ebe-58c2-6286-e69a75b93105.json,957e8173-8ebe-58c2-6286-e69a75b93105,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/957e8173-8ebe-58c2-6286-e69a75b93105,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f4fb5e2651a2073a5c875bc873200942e4d69698.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071765,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1235,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/957e8173-8ebe-58c2-6286-e69a75b93105/manifest,,,,,1
函館毎日新聞 明治37年4月30日 第一号外,06-44,函館毎日新聞社,函館,1904-04-30,金州丸遭難公報,,東京府下の激昂,,露國側の公報,,金州丸遭難公報|東京府下の激昂|露国側の公報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/542198ac-3285-0b1e-5cb5-eb328301a563.json,542198ac-3285-0b1e-5cb5-eb328301a563,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/542198ac-3285-0b1e-5cb5-eb328301a563,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f060cd21c375b819030901b35ef34c1f52b0a5a8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071764,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1236,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/542198ac-3285-0b1e-5cb5-eb328301a563/manifest,,,,,1
函館毎日新聞 明治37年4月30日 第二号外,06-44,函館毎日新聞社,函館,1904-04-30,露兵の前進,,第九回旅順攻撃,,敵の陸戰報,,露兵の前進|第九回旅順攻撃|敵の陸戦報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0cb53607-313d-6c26-995a-bb34b1f54fc8.json,0cb53607-313d-6c26-995a-bb34b1f54fc8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/0cb53607-313d-6c26-995a-bb34b1f54fc8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1b58dc369f03fbf6478c2a8c7b3b8b98ffb3445e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071763,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1237,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0cb53607-313d-6c26-995a-bb34b1f54fc8/manifest,,,,,1
函館毎日新聞 明治37年5月2日 第一号外,06-44,函館毎日新聞社,函館,1904-05-02,九連城占領詳報,,,,,,九連城占領詳報,,1,第一と第三が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/67264a53-51fe-5d3f-8055-54f92b41068c.json,67264a53-51fe-5d3f-8055-54f92b41068c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/67264a53-51fe-5d3f-8055-54f92b41068c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6088a039d5e4315943c6051459d1d6722fdcb2f6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071762,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1238,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/67264a53-51fe-5d3f-8055-54f92b41068c/manifest,,,,,1
函館毎日新聞 明治37年5月2日 第三号外,06-44,函館毎日新聞社,函館,1904-05-02,露の青泥窪放棄,,勇敢沈着の最後,,上村司令官公報,,露の青泥窪放棄|勇敢沈着の最後|上村司令官公報,,1,第一と第三が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cb1ee0c0-77d3-6f99-24ba-f900d4500a5d.json,cb1ee0c0-77d3-6f99-24ba-f900d4500a5d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/cb1ee0c0-77d3-6f99-24ba-f900d4500a5d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/26972b2b50920cc4e9a6c3b23351a7dbb97cd0e8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071761,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1239,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cb1ee0c0-77d3-6f99-24ba-f900d4500a5d/manifest,,,,,1
函館毎日新聞 明治37年5月2日 第二号外,06-44,函館毎日新聞社,函館,1904-05-02,九連城占領公報,,摩耶艦長乃公報,,,,九連城占領公報|摩耶艦長乃公報,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3bacdc2e-6f14-9b2f-2a14-fd3983d54a1b.json,3bacdc2e-6f14-9b2f-2a14-fd3983d54a1b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/3bacdc2e-6f14-9b2f-2a14-fd3983d54a1b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/eccea4f801916ab0ee5384e8bd0e8fc066b6f9b3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071760,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1240,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3bacdc2e-6f14-9b2f-2a14-fd3983d54a1b/manifest,,,,,1
函館毎日新聞 明治37年5月3日 第一号外,06-44,函館毎日新聞社,函館,1904-05-03,勅語を賜はる,,,,,,勅語を賜はる,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/07bc9198-8590-2eea-7be6-60a8f406263a.json,07bc9198-8590-2eea-7be6-60a8f406263a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/07bc9198-8590-2eea-7be6-60a8f406263a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c95b1a1667096055de6a47e963fe0f46b466154d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071759,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1241,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/07bc9198-8590-2eea-7be6-60a8f406263a/manifest,,,,,1
函館毎日新聞 明治37年5月4日 第一号外,06-44,函館毎日新聞社,函館,1904-05-04,第三回閉塞説,,露佛聯合の陰謀,,,,第三回閉塞説|露仏連合の陰謀,,1,,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ee3f64c8-9101-3593-8652-bcc84ec83511.json,ee3f64c8-9101-3593-8652-bcc84ec83511,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/ee3f64c8-9101-3593-8652-bcc84ec83511,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5a0b3a940e4dbf5c693817ca1c287796d9cb4b3f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071758,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1242,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ee3f64c8-9101-3593-8652-bcc84ec83511/manifest,,,,,1
函館毎日新聞 明治37年5月5日 第一号外,06-44,函館毎日新聞社,函館,1904-05-05,敵の死傷者,,第三回閉塞説,,,,敵の死傷者|第三回閉塞説,,1,第一と第二が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/134612c6-10bb-8870-1146-a4851b83323e.json,134612c6-10bb-8870-1146-a4851b83323e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/134612c6-10bb-8870-1146-a4851b83323e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/8186296b4573849ca6cae9c745f92fc343074eea.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071757,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1243,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/134612c6-10bb-8870-1146-a4851b83323e/manifest,,,,,1
函館毎日新聞 明治37年5月5日 第二号外,06-44,函館毎日新聞社,函館,1904-05-05,第三回閉塞と敵の公報,,,,,,第三回閉塞と敵の公報,,1,第一と第二が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7d11454c-7122-9ac3-471b-a3ad270aa757.json,7d11454c-7122-9ac3-471b-a3ad270aa757,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/7d11454c-7122-9ac3-471b-a3ad270aa757,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/df8b7f153c25fcbb765ff6be782e94c0b3a8ca43.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071756,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1244,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7d11454c-7122-9ac3-471b-a3ad270aa757/manifest,,,,,1
函館毎日新聞 明治37年5月6日 第一号外,06-44,函館毎日新聞社,函館,1904-05-06,露國側の公報,,英の公債應募,,,,露国側の公報|英の公債応募,,1,第一と第二が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6afaf823-4141-6201-6514-25cd448e5f27.json,6afaf823-4141-6201-6514-25cd448e5f27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/6afaf823-4141-6201-6514-25cd448e5f27,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/146b7574c287f4c45781928678da5a107872f148.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071755,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1245,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6afaf823-4141-6201-6514-25cd448e5f27/manifest,,,,,1
函館毎日新聞 明治37年5月6日 第二号外,06-44,函館毎日新聞社,函館,1904-05-06,我軍遼東に上陸,,候補生勇戰,,清兵を拘束す,,我軍遼東に上陸|候補生勇戦|清兵を拘束す,,1,第一と第二が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/754416ae-24ae-0a65-6edf-4c20a95427c1.json,754416ae-24ae-0a65-6edf-4c20a95427c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/754416ae-24ae-0a65-6edf-4c20a95427c1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fda03f2f1124a02ce9476283c32bb4ab2d64f00f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071754,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1246,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/754416ae-24ae-0a65-6edf-4c20a95427c1/manifest,,,,,1
函館毎日新聞 明治37年5月6日 第三号外,06-44,函館毎日新聞社,函館,1904-05-06,黒木大將の公報,,,,,,黒木大将の公報,,1,第三と第四が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5c01f7a4-6717-74e2-1dcd-18f6cd1520f6.json,5c01f7a4-6717-74e2-1dcd-18f6cd1520f6,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/5c01f7a4-6717-74e2-1dcd-18f6cd1520f6,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/32c294857fe8f4d26c8b667cf08b1b596d86de76.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071753,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1247,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5c01f7a4-6717-74e2-1dcd-18f6cd1520f6/manifest,,,,,1
函館毎日新聞 明治37年5月6日 第四号外,06-44,函館毎日新聞社,函館,1904-05-06,第二軍の上陸,,二軍上陸の別報,,,,第二軍の上陸|二軍上陸の別報,,1,第三と第四が同一台紙に貼り付け,日露戦争,日本語,新聞,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b3af3148-85ad-45ff-0db7-01aebfe8346e.json,b3af3148-85ad-45ff-0db7-01aebfe8346e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gogai/document/b3af3148-85ad-45ff-0db7-01aebfe8346e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d2eaed3e4fcbc85bc1d4181c6ee8e067f3e73407.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1071752,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,明治新聞雑誌文庫所蔵新聞号外コレクション,1248,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b3af3148-85ad-45ff-0db7-01aebfe8346e/manifest,,,,,1
