タイトル	書名よみ	出版	形態	他の書名	注記	分類	原本請求記号	編著者等	出版年（西暦）	ローマ字タイトル	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
dcterms:title	dcndl:titleTranscription	dcterms:publisher	dcterms:extent	dcndl:alternative	dcterms:description	dcterms:subject	dcndl:callNumber	dcterms:creator	dcterms:date	uterms:roman	iiif viewer	bibo:identifier	dcterms:isPartOf	dcterms:relation	dcterms:rights	foaf:thumbnail	rdfs:seeAlso	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	uterms:databaseLabel	uterms:sort	uterms:year	uterms:manifestUri	uterms:searchApiUri	uterms:annotedManifest	uterms:linkToTapas	uterms:rtf	7584
初學萬しつけ方	ショガク ヨロズ シツケカタ	[出版地不明] : [出版者不明] ; [出版年不明]	1冊(18丁) ; 19cm		備考: 題箋 「馬喰町西村屋」	往来物	P823			shogaku yorozu shitsukekata	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/680203bb-2284-45a9-be78-f522730a8212.json	680203bb-2284-45a9-be78-f522730a8212	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/680203bb-2284-45a9-be78-f522730a8212	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d779d87b800065376dfbcf0fa81028e275d41553.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91606	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	81		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/680203bb-2284-45a9-be78-f522730a8212/manifest					21
古状揃講釋	コジョウ ゾロエコウシャク	東都 : 丁子屋平兵衛 ; [出版年不明]	1冊(60丁) ; 19cm	頭書訓讀古状揃講釋		往来物	P824			kojo zoroekoshaku	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e607123f-f29c-411c-b7b9-95b1a39c5e6a.json	e607123f-f29c-411c-b7b9-95b1a39c5e6a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e607123f-f29c-411c-b7b9-95b1a39c5e6a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/69cb7559798a0d2c5b36d17aaa1376f3f087a314.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91607	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	82		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e607123f-f29c-411c-b7b9-95b1a39c5e6a/manifest					54
太閤記圖譜 ; (初)(ニ)(三) / 又玄斎南可[著]	タイコウキ ズフ	東都 : 大和屋喜兵衛 ; [出版年不明]	3冊 ; 18cm	太閤記画譜	角書: 真像	絵画	P825	又玄斎南可[著]		taikoki zufu	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/fd1cb53f-5ff1-4fd6-883f-37e3f2d4db5e.json	fd1cb53f-5ff1-4fd6-883f-37e3f2d4db5e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/fd1cb53f-5ff1-4fd6-883f-37e3f2d4db5e	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0bc738ec5906079a5ed8f621bd53c6947aae8fa7.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91608	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	83		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/fd1cb53f-5ff1-4fd6-883f-37e3f2d4db5e/manifest					106
妙義詣 / 高井哂我撰	ミョウギ モウデ	江戸 : 花屋久次郎 ; 不明	1冊(18丁) ; 17cm	上州妙義詣	成立年: 寛政6. 備考: 題箋「星運堂版」	往来物	P826	高井哂我撰		myogi mode	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d80c31f0-36aa-45f8-addd-1a865926c1e2.json	d80c31f0-36aa-45f8-addd-1a865926c1e2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d80c31f0-36aa-45f8-addd-1a865926c1e2	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bdfdca40805da78287aef25c4341377926c3701b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91609	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	84		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d80c31f0-36aa-45f8-addd-1a865926c1e2/manifest					21
繪本大學幼稚講釋	エホン ダイガク オサ ナコウシャク	江戸 : 大島屋傳右衛門 ; [出版年不明]	1冊(31丁) ; 20cm		備考: 書名は題箋による	教訓	P827			ehon daigaku osa nakoshaku	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/60073260-1411-4c65-9ac9-0c4d4a94cc9b.json	60073260-1411-4c65-9ac9-0c4d4a94cc9b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/60073260-1411-4c65-9ac9-0c4d4a94cc9b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/deaa842f7fffc9eaf586e614e18e1d5bfe26ee85.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91610	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	85		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/60073260-1411-4c65-9ac9-0c4d4a94cc9b/manifest					33
大學啓蒙抄 / 好華堂主人註解 ; 松川半山図画	ダイガク ケイモウショウ	京 : 越後屋治兵衛 ; 嘉永2	1冊(35丁) ; 18cm	上層繪入	備考: 書名は序による		P828	好華堂主人註解 ; 松川半山図画	1849	daigaku keimosho	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ca44422c-5c0b-4ece-b806-0e2ba1a88979.json	ca44422c-5c0b-4ece-b806-0e2ba1a88979	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ca44422c-5c0b-4ece-b806-0e2ba1a88979	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7974a6f26e51bce28c2746bde009a33cfff07e0a.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91611	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	86		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ca44422c-5c0b-4ece-b806-0e2ba1a88979/manifest					41
英名百雄傳 ; (初)(貮)(三) / 近沢幸山撰 ; 玉蘭斎貞秀畫	エイメイ ヒャクユウデン	[江戸] : 小田原屋彌七 ; [文久3]	3冊 ; 18cm	百雄伝	成立年: 文久3-慶応4. 備考: 見返しの出版者: 東都 玉養堂 ; 丁付 10, 20, 20		P829	近沢幸山撰 ; 玉蘭斎貞秀畫	1863	eimei hyakuyuden	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4d07b062-ae3e-4341-aac9-d67305b5cf3a.json	4d07b062-ae3e-4341-aac9-d67305b5cf3a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/4d07b062-ae3e-4341-aac9-d67305b5cf3a	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5314fef5fbaf08f9b122c3c8bd3c8c6625cd9304.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91612	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	87		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4d07b062-ae3e-4341-aac9-d67305b5cf3a/manifest					72
勇臣英名百雄傳 ; (三編) / 橋本玉蘭斎画	ユウシン エイメイ ヒャクユウデン	[江戸] : 小田原屋彌七 ; 慶応4	1冊(20丁) ; 19cm				P830	橋本玉蘭斎画	1868	yushin eimei hyakuyuden	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4d1070fd-7287-4138-8dab-f71907244c59.json	4d1070fd-7287-4138-8dab-f71907244c59	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/4d1070fd-7287-4138-8dab-f71907244c59	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5b00adf4fd8b8c1f2c70d6c3aa71993aa072af8f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91613	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	88		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4d1070fd-7287-4138-8dab-f71907244c59/manifest					23
心學道歌圖繪	シンガク ドウカ ズエ	江戸 : 山田佐助 ; [出版年不明]	1冊(50丁) ; 18cm			心学	P831			shingaku doka zue	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dd48a5aa-6ee2-40d1-afc5-0cb174293b4b.json	dd48a5aa-6ee2-40d1-afc5-0cb174293b4b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/dd48a5aa-6ee2-40d1-afc5-0cb174293b4b	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9022370bc297177e0dfa4ce21b8604dc75f09b05.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91614	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	89		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dd48a5aa-6ee2-40d1-afc5-0cb174293b4b/manifest					54
孝子教 / 秋葉忠和大人述 ; 東條琴臺先生閲	コウシキョウ	江戸 : 須原屋伊八 ; [天保14]	1冊(30丁) ; 26cm	童蒙必讀孝子教	備考: 見返しに「天保癸卯補刻」	往来物	P751	秋葉忠和大人述 ; 東條琴臺先生閲	1843	koshikyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/70e65bb3-9739-40e4-ab37-afb1ad49fb08.json	70e65bb3-9739-40e4-ab37-afb1ad49fb08	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/70e65bb3-9739-40e4-ab37-afb1ad49fb08	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ec7b8d188286a62ea61f5b525cd09149cd5affe9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91536	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	9		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/70e65bb3-9739-40e4-ab37-afb1ad49fb08/manifest					34
誠忠義臣略傳 / 緑亭川柳輯 ; 歌川豊國[画]	セイチュウ ギシン リャクデン	東都 : 山口屋藤兵衛 ; 弘化5	1冊(27丁) ; 19cm		備考: 書名は題箋による		P832	緑亭川柳輯 ; 歌川豊國[画]	1848	seichu gishin ryakuden	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30792465-6f47-468e-88ae-c8ee253bc7f0.json	30792465-6f47-468e-88ae-c8ee253bc7f0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/30792465-6f47-468e-88ae-c8ee253bc7f0	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b1a7a06a22f07063487fb67b220b3414886e7b4b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91615	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	90		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30792465-6f47-468e-88ae-c8ee253bc7f0/manifest					30
百姓今川准状	ヒャクショウ イマガワ ナゾラエジョウ	江戸 : 耕書堂蔦屋重三郎 ; [出版年不明]	1冊(16丁) ; 18cm	新撰百姓今川准状|新編鄙児小学百姓今川准状	成立年: 天明2	往来物	P833			hyakusho imagawa nazoraejo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7147212c-a2d9-4833-8d0d-c123eac723d7.json	7147212c-a2d9-4833-8d0d-c123eac723d7	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/7147212c-a2d9-4833-8d0d-c123eac723d7	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/716392122b71cde6af4f36828369522f340e1a2e.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91616	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	91		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7147212c-a2d9-4833-8d0d-c123eac723d7/manifest					18
日本名所鑑	ニホン メイショ カガミ	東都 : 三河屋甚助 ; 天保15	1冊(24丁) ; 19cm		備考: 書名は見返し、題箋による	地誌	P834		1844	nihon meisho kagami	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5654c4ad-b7ff-44d5-9f0c-fa585b68a7fb.json	5654c4ad-b7ff-44d5-9f0c-fa585b68a7fb	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/5654c4ad-b7ff-44d5-9f0c-fa585b68a7fb	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c90779cea0287a17127613fa81c2960a00a554d2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91617	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	92		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5654c4ad-b7ff-44d5-9f0c-fa585b68a7fb/manifest					27
雑司谷詣 / 高井蘭山述	ゾウシガヤ モウデ	江戸 : 花屋久次郎 ; [出版年不明]	1冊(16丁) ; 19cm		成立年: 寛政7頃	往来物	P835	高井蘭山述		zoshigaya mode	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/57c5a346-ddbb-4f40-ae25-6d2af58c64f3.json	57c5a346-ddbb-4f40-ae25-6d2af58c64f3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/57c5a346-ddbb-4f40-ae25-6d2af58c64f3	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5348293f917ee1a77d4471ccb050964245ce2b4b.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91618	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	93		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/57c5a346-ddbb-4f40-ae25-6d2af58c64f3/manifest					19
竜田詣	タツタ モウデ	江戸 : 星運堂花屋久治郎 ; [出版年不明]	1冊(11丁) ; 19cm	頭書繪入平仮名附新板竜田詣			P836			tatsuta mode	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c99d72c8-8bad-4256-b3f8-b7ed44b48f06.json	c99d72c8-8bad-4256-b3f8-b7ed44b48f06	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/c99d72c8-8bad-4256-b3f8-b7ed44b48f06	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c209b855b5d4d987ab44c393729d109579643bb4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91619	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	94		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c99d72c8-8bad-4256-b3f8-b7ed44b48f06/manifest					14
五体名頭字	ゴタイ ナガシラジ	江戸 : 藤屋吉蔵 ; [出版年不明]	1冊 ; 19cm	太字五體名頭		往来物	P837			gotai nagashiraji	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/31b2e732-bb14-4e8b-9e5f-ab03f0d23cf0.json	31b2e732-bb14-4e8b-9e5f-ab03f0d23cf0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/31b2e732-bb14-4e8b-9e5f-ab03f0d23cf0	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e3148f8a2c321ebf918e0e38d7af1bc004a236fe.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91620	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	95		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/31b2e732-bb14-4e8b-9e5f-ab03f0d23cf0/manifest					24
皇朝三字經 / 百梅斎撰 ; 鷦鷯斎春水[訂][撰]	コウチョウ サンジキョウ	東都 : 青雲堂 ; 嘉永6	1冊(43丁) ; 19cm		成立年: 嘉永6	往来物	P838	百梅斎撰 ; 鷦鷯斎春水[訂][撰]	1853	kocho sanjikyo	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5f5cdfc7-5c11-4411-995a-61b449338aba.json	5f5cdfc7-5c11-4411-995a-61b449338aba	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/5f5cdfc7-5c11-4411-995a-61b449338aba	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6abb9b528029d37d69f8e61c14ac76a74f685b3c.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91621	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	96		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5f5cdfc7-5c11-4411-995a-61b449338aba/manifest					48
千字文 / 孫丕顕編輯 ; 王其校閲	センジモン	東都 : 山本平吉 ; [出版年不明]	1冊(23丁) ; 18cm	五體千字文			P839	孫丕顕編輯 ; 王其校閲		senjimon	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0b9d27d1-35e0-432d-99c9-afa68f0f2514.json	0b9d27d1-35e0-432d-99c9-afa68f0f2514	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/0b9d27d1-35e0-432d-99c9-afa68f0f2514	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dcbd414fddac6aaa9ec62f107f381b4023121c33.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91622	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	97		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0b9d27d1-35e0-432d-99c9-afa68f0f2514/manifest					24
新撰五体千字文	シンセン ゴタイ センジモン	[出版地不明] : 山本平吉 ; 文政元	1冊(23丁) ; 19cm	重宝正字平仮名附真草篆書楷書角字	角書: 新撰		P840		1818	shinsen gotai senjimon	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ec06063b-150b-4619-b6e7-addeb3c6b3f2.json	ec06063b-150b-4619-b6e7-addeb3c6b3f2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/ec06063b-150b-4619-b6e7-addeb3c6b3f2	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b22e6a1467df57e3b25fb2731b660d48de4e3b28.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91623	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	98		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ec06063b-150b-4619-b6e7-addeb3c6b3f2/manifest					25
千字文	センジモン	[江戸] : 三河屋甚七 ; 天保13	1冊(20丁) ; 19cm	千字文餘師	備考: 19丁落丁		P841		1842	senjimon	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8bddacc4-290b-4768-b097-82379e94e4fe.json	8bddacc4-290b-4768-b097-82379e94e4fe	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/8bddacc4-290b-4768-b097-82379e94e4fe	https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5b00c06ae9988c8bd1abeaf5c285139f86b18728.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91624	教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		富士川文庫	99		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8bddacc4-290b-4768-b097-82379e94e4fe/manifest					25
