タイトル,書名よみ,出版,形態,他の書名,注記,分類,原本請求記号,編著者等,出版年（西暦）,ローマ字タイトル,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:titleTranscription,dcterms:publisher,dcterms:extent,dcndl:alternative,dcterms:description,dcterms:subject,dcndl:callNumber,dcterms:creator,dcterms:date,uterms:roman,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,7584
女四書 / 辻原元甫著,オンナ シショ,大坂 : 加賀屋彌兵衛 ; 文政10,7巻4冊(119丁) ; 26cm,女四書||ジョシショ,"成立年: 明暦2刊. 備考: 女孝経2巻, 女論語2巻, 内訓2巻, 女誡1巻",教訓,P743,辻原元甫著,1827,onna shisho,d4406f27-c2aa-4a3c-bd54-a77fdf7740e0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d4406f27-c2aa-4a3c-bd54-a77fdf7740e0,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/8844536fc53bf78965edb13f03cd7ab1ec014e3c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91529,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,1,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d4406f27-c2aa-4a3c-bd54-a77fdf7740e0/manifest,,,,,197
二十四孝諺解,ニジュウシコウ ゲンカイ,大坂 : 河内屋茂兵衛 ; 貞享3,1冊(25丁) ; 26cm,,成立年: 貞享3. 備考: 書名は題箋による,教訓,P752,,1686,nijushiko genkai,d8a1b831-ae23-409f-be8c-90dd1be07032,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d8a1b831-ae23-409f-be8c-90dd1be07032,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/47f71c92b710cbbb0e5bab23d4f787c6314f6ad8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91537,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,10,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d8a1b831-ae23-409f-be8c-90dd1be07032/manifest,,,,,28
世話千字文講釋 / 山崎久作著,セワ センジモン コウシャク,江戸 : 英文蔵 ; 弘化2,1冊(36丁) ; 18cm,,,往来物,P842,山崎久作著,1845,sewa senjimon koshaku,75c940c3-3666-4cc7-8d43-d28bf211de6d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/75c940c3-3666-4cc7-8d43-d28bf211de6d,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/dcde1fc548c290a86195b589bc9f74cf6cb29402.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91625,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,100,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/75c940c3-3666-4cc7-8d43-d28bf211de6d/manifest,,,,,39
三字經 / 鷦鷯斎春水撰著 ; 葛飾為斎画工,サンジキョウ,東都 : 吉田屋文三郎 ; 嘉永6,1冊(43丁) ; 18cm,三字經繪抄,,教育,P843,鷦鷯斎春水撰著 ; 葛飾為斎画工,1853,sanjikyo,474c385e-8f53-43c5-ab71-f755e7cc610f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/474c385e-8f53-43c5-ab71-f755e7cc610f,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/4b5b1be490ed69d8f71a46d46ec7438aea5b320f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91626,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,101,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/474c385e-8f53-43c5-ab71-f755e7cc610f/manifest,,,,,46
日用重寶万文字盡,ニチヨウ チョウホウ ヨロズ モンジヅクシ,東都 : 山口屋藤兵衛 ; [出版年不明],1冊(23丁) ; 18cm,子供節用集分類早見字尽,成立年: 文化3. 備考: ※「節用集」の項目チェック,辞書,P844,,,nichiyo choho yorozu monjizukushi,4423d04f-cdd2-4540-8cfc-2bde330a7f38,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/4423d04f-cdd2-4540-8cfc-2bde330a7f38,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/02be3f4e74e615da38bcc848033f815ec3adcd0e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91627,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,102,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4423d04f-cdd2-4540-8cfc-2bde330a7f38/manifest,,,,,26
百人一首女訓抄 / 山田常典校,ヒャクニン イッシュ ジョクンショウ,東都 : 本屋又助 ; 嘉永2 再刻,1冊(51丁) ; 18cm,,成立年: 嘉永元序,和歌注釈,P845,山田常典校,1849再刻,hyakunin isshu jokunsho,92d3b69c-6fcf-4cbf-abed-116209d1c0f7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/92d3b69c-6fcf-4cbf-abed-116209d1c0f7,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/cadac644010b92c313b36dcbe4dcf1f4140e8f97.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91628,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,103,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/92d3b69c-6fcf-4cbf-abed-116209d1c0f7/manifest,,,,,64
"列女百人一首 / 緑亭川柳編 ; 葛飾卍老人, 一陽斎豊国畫",レツジョ ヒャクニン イッシュ,東都 : 山口屋藤兵衛 ; 弘化4,1冊(60丁) ; 18cm,,成立年: 弘化4,和歌,P846,"緑亭川柳編 ; 葛飾卍老人, 一陽斎豊国畫",1847,retsujo hyakunin isshu,01ceef32-a7ae-4ab1-b90a-dd371512c661,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/01ceef32-a7ae-4ab1-b90a-dd371512c661,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/21f16632b12e64c5c5e0b5752569ef8c55d9fae1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91629,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,104,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/01ceef32-a7ae-4ab1-b90a-dd371512c661/manifest,,,,,62
和漢百人一首 / 賞月堂主人著 ; 玉蘭斎貞秀畫,ワカン ヒャクニン イッシュ,江戸 : 山口屋藤兵衛 ; 安政4序,"1冊(9, 50丁) ; 18cm",和漢百首,成立年: 安政4序. 備考: 15頁落丁?,和歌,P847,賞月堂主人著 ; 玉蘭斎貞秀畫,1857序,wakan hyakunin isshu,e63ec830-d0cd-4b74-8972-7c1b30c6c7c7,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e63ec830-d0cd-4b74-8972-7c1b30c6c7c7,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/c1f257046a5d57406fad9104d6b4650bd9c1eee3.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91630,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,105,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e63ec830-d0cd-4b74-8972-7c1b30c6c7c7/manifest,,,,,62
秀雅百人一首 / 緑亭川柳輯,シュウガ ヒャクニン イッシュ,東都 : 山口屋藤兵衛 ; 弘化5,"1冊(5, 50丁) ; 19cm",,成立年: 弘化5. 備考: 書名は序による,和歌,P848,緑亭川柳輯,1848,shuga hyakunin isshu,d93845cf-6325-4f4c-a1de-c283d668eef1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d93845cf-6325-4f4c-a1de-c283d668eef1,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/07d9035300b310548fdd6f4a81f8e6bc6545b83f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91631,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,106,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d93845cf-6325-4f4c-a1de-c283d668eef1/manifest,,,,,61
義烈百人一首 ;  古實軍功記 ;  天禄太平記 / 緑亭川柳[輯] ; 葛飾北斎[等畫],ギレツ ヒャクニン イッシュ ; コジツ グンコウキ ; テンロク タイヘイキ,東都 : 錦耕堂山口屋藤兵衛 ; 嘉永3序,1冊(140丁) ; 18cm,,成立年: 嘉永3,,P849,緑亭川柳[輯] ; 葛飾北斎[等畫],1850序,giretsu hyakunin isshu ; kojitsu gunkoki ; tenroku taiheiki,300e08b4-5b9f-4b12-bce9-81ff4e1df482,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/300e08b4-5b9f-4b12-bce9-81ff4e1df482,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/87a9db40bb940a4e1b23098ce5493e8ff8d19316.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91632,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,107,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/300e08b4-5b9f-4b12-bce9-81ff4e1df482/manifest,,,,,144
武稽百人一首 / 笠亭仙果編,ブケイ ヒャクニン イッシュ,江戸 : 山口屋藤兵衛 ; [出版年不明],1冊(55丁) ; 19cm,武藝百首|武藝百人一首,,和歌,P850,笠亭仙果編,,bukei hyakunin isshu,bacf88a5-4d55-45fb-9921-2aac105975dc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/bacf88a5-4d55-45fb-9921-2aac105975dc,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/0d53a64787abcd428d65df6b38b5bc63deb61d67.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91633,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,108,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/bacf88a5-4d55-45fb-9921-2aac105975dc/manifest,,,,,60
和漢英雄百人一首 / 柳亭種秀録 ; 玉蘭斎貞秀畫,ワカン エイユウ ヒャクニン イッシュ,江戸 : 山口屋藤兵衛 ; [出版年不明],1冊(49丁) ; 18cm,英雄百首,備考: 見返しの出版者:錦耕堂,和歌,P851,柳亭種秀録 ; 玉蘭斎貞秀畫,,wakan eiyu hyakunin isshu,f668853b-e859-4caa-9189-c3e051a04deb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f668853b-e859-4caa-9189-c3e051a04deb,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/815ed304a5278cb2596922ab10476cd467243227.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91634,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,109,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f668853b-e859-4caa-9189-c3e051a04deb/manifest,,,,,57
日新館童子訓 / 松平(保科)容頌,ニッシンカン ドウジクン,[出版地不明] : [出版者不明] ; 享和3序,2巻2冊 ; 27cm,,成立年: 享和3序,教訓,P753,松平(保科)容頌,1803序,nisshinkan dojikun,e023be95-9b7b-4b4e-9f15-e6497e5afb58,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e023be95-9b7b-4b4e-9f15-e6497e5afb58,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/cf12257ac7f4b0cd0fd3f87c73231982e71c6361.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91538,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,11,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e023be95-9b7b-4b4e-9f15-e6497e5afb58/manifest,,,,,117
畸人百人一首 / 緑亭川柳作,キジン ヒャクニン イッシュ,東都 : 錦耕堂山口屋藤兵衛 ; [出版年不明],1冊(60丁) ; 19cm,,成立年: 嘉永5,和歌,P852,緑亭川柳作,,kijin hyakunin isshu,27c2601e-bf99-4132-bd0c-87fb9b061237,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/27c2601e-bf99-4132-bd0c-87fb9b061237,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/3ed3a303e218786622ab84e2db68b49e2f04fde2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91635,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,110,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/27c2601e-bf99-4132-bd0c-87fb9b061237/manifest,,,,,65
稚德塵刧記 / 魁春亭貞芳画図,チトク ジンコウキ,浪華 : 青玉堂 ; [出版年不明],1冊(14丁) ; 18cm,,備考: 第4丁が落丁,和算,P853,魁春亭貞芳画図,,chitoku jinkoki,f7a1b4f3-005e-4cab-8aa3-bdc613c12928,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f7a1b4f3-005e-4cab-8aa3-bdc613c12928,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/f080ea75113c27b3191119f60acd08008a87d896.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91636,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,111,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f7a1b4f3-005e-4cab-8aa3-bdc613c12928/manifest,,,,,17
ぢん功記,ジンコウキ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(9丁) ; 19cm,ぢんかうき,角書: 改正,,P854,,,jinkoki,cd6902d1-e15a-4160-8079-dc6517f0cb7c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/cd6902d1-e15a-4160-8079-dc6517f0cb7c,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/e7f53d426405996134763c8a649c2002110e81b4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91637,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,112,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cd6902d1-e15a-4160-8079-dc6517f0cb7c/manifest,,,,,12
猿蟹物語 / 六々園,サル カニ モノガタリ,大坂 : 千里亭扇屋利○ ; [出版年不明],1冊(20丁) ; 18cm,,,,P855,六々園,,saru kani monogatari,25fe25c3-a658-48d4-9399-8c3f9d80577e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/25fe25c3-a658-48d4-9399-8c3f9d80577e,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/575e2bc88bf215c39c5e7781363c4355f0aeb44d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91638,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,113,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25fe25c3-a658-48d4-9399-8c3f9d80577e/manifest,,,,,23
"大晦日曙草紙 ; (初)(二)(四)(七)(九)(十)(十九)(廿)(廿一) / 山東京山作 ; 歌川国貞, 豊国, 国政, 芳綱等畫",オオミソカ アケボノ ソウシ,東都 : 蔦屋吉蔵 ; 弘化3?,26編104巻7冊 ; 18cm,,"備考: 初, ニ, 四, 七, 九, 十, 十九, 二十, 二十一編所蔵",合巻,P856,"山東京山作 ; 歌川国貞, 豊国, 国政, 芳綱等畫",1846?,omisoka akebono soshi,e6091a23-3cb7-46a6-b504-07299657e0d4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/e6091a23-3cb7-46a6-b504-07299657e0d4,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/23a30a726c8d9b1817de6a2fd516b194d2352b0d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91639,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,114,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e6091a23-3cb7-46a6-b504-07299657e0d4/manifest,,,,,239
英傑三国誌傳 / 秋菶莽著 ; 梅窓園畫,エイケツ サンゴクシデン,[出版地不明] : [出版者不明] ; 嘉永3序,1冊 ; 18cm,,成立年: 嘉永3,絵画,P857,秋菶莽著 ; 梅窓園畫,1850序,eiketsu sangokushiden,4e395e3e-50b7-4d6e-b8d0-164d6d9e715d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/4e395e3e-50b7-4d6e-b8d0-164d6d9e715d,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/0ccbd5a96ccef480dd21b8640e6b0202cec46640.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91640,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,115,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4e395e3e-50b7-4d6e-b8d0-164d6d9e715d/manifest,,,,,24
童子教稚繪解 ; (上) / 笠亭主人註釈 ; 五雲亭貞秀畫,ドウジキョウ オサナ エトキ,東都 : 山本平吉 ; 嘉永5,2巻2冊(44丁) ; 18cm,繪入講釈童子教稚繪解,角書: 訂字改訓. 成立年: 嘉永5,教訓,P858,笠亭主人註釈 ; 五雲亭貞秀畫,1852,dojikyo osana etoki,6e889783-c75f-4f65-b325-01f15b47d561,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/6e889783-c75f-4f65-b325-01f15b47d561,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/cf95c32d6eb2f42980550bcec096ecd26d27a8b4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91641,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,116,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6e889783-c75f-4f65-b325-01f15b47d561/manifest,,,,,47
道具字引圖解 ; (初編) / 又玄斎誌,ドウグ ジビキ ズカイ,東京 : 大和屋喜兵衛 ; [出版年不明],2編2冊(29丁) ; 18cm,,角書: 四民重寶,辞書,P859,又玄斎誌,,dogu jibiki zukai,f44f90eb-cfed-42b0-a28d-656e5905704c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/f44f90eb-cfed-42b0-a28d-656e5905704c,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/9917f4c012f0d72ed9fd70f0b59d38b61e6a3ffc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91642,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,117,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f44f90eb-cfed-42b0-a28d-656e5905704c/manifest,,,,,32
庭訓往來 / 玄慧,テイキン オウライ,東都 : 須原屋茂兵衛 ; 天保10,1冊(48丁) ; 26cm,,,往来物,P860,玄慧,1839,teikin orai,a19b74eb-b3d7-4181-98f1-9d8dca09ca89,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/a19b74eb-b3d7-4181-98f1-9d8dca09ca89,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/ee364741b6414ba31e8cd884e6a290b87c74032b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91643,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,118,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a19b74eb-b3d7-4181-98f1-9d8dca09ca89/manifest,,,,,52
庭訓往來 ; 御成敗式目,テイキン オウライ ; ゴセイバイ シキモク,平安 : 田中屋半兵衛 ; 享保7,1冊(105丁) ; 27cm,,"備考: 享保壬寅年版行, 同丙午年新校正",,P861,,1722,teikin orai ; goseibai shikimoku,d25896c5-fc13-4b38-8838-50950e97d587,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/d25896c5-fc13-4b38-8838-50950e97d587,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/1e4458eecf8cee24de019f2bda4aec6fea07c411.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91644,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,119,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d25896c5-fc13-4b38-8838-50950e97d587/manifest,,,,,93
[小児をしへ草] / 後藤正速著述,ショウニ オシエグサ,[出版地不明] : [出版者不明] ; [出版年不明],1冊(13丁) ; 25cm,,備考: 書名の記述なし,,P754,後藤正速著述,,shoni oshiegusa,01fd6aa2-1f01-45c6-a545-15011dc3b01a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/fujikawa/document/01fd6aa2-1f01-45c6-a545-15011dc3b01a,http://ikuto.p.u-tokyo.ac.jp/reuse.html,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/727b2c14fe6b80e380a36482de508d3d69fb7610.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/91539,"教育学研究科・教育学部図書室 Graduate School of Education / Faculty of Education Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,富士川文庫,12,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/01fd6aa2-1f01-45c6-a545-15011dc3b01a/manifest,,,,,17
