タイトル	請求記号	画像注記	シリーズ名	編著者	出版社	サイズ	iiif viewer	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	viewingHint	コレクション	ソート用項目	西暦	IIIFマニフェストURI	IIIF Search API URI	アノテーション付きIIIFマニフェストURI	Link to TAPAS Project	Text with Rich Text Format	# of media
天狗	GP580:Te35					1綴 24cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/61eb9f53-525c-4e5a-aed5-4859113c1a9b.json	61eb9f53-525c-4e5a-aed5-4859113c1a9b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/61eb9f53-525c-4e5a-aed5-4859113c1a9b	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b209244048ed08e3ab6e86f534b2134cc5e2a24f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73070	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	617		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/61eb9f53-525c-4e5a-aed5-4859113c1a9b/manifest					48
「笑ふ女」資料	GP580:W37					1綴 28cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/811804ab-a7e6-456e-8c22-41aaf08ae36b.json	811804ab-a7e6-456e-8c22-41aaf08ae36b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/811804ab-a7e6-456e-8c22-41aaf08ae36b	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/09ac9fcef7b41009617a0aa65ca2408d328ded58.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73071	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	618		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/811804ab-a7e6-456e-8c22-41aaf08ae36b/manifest					14
諸鳥の巣	GP618:Sh95			宮武外骨		1綴 24cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/7236466c-7a0a-49c0-ba21-e36d80ac4450.json	7236466c-7a0a-49c0-ba21-e36d80ac4450	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/7236466c-7a0a-49c0-ba21-e36d80ac4450	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0631a9ef2dc4b3d55a79acf9dfc7934045e34c66.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73072	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	619		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/7236466c-7a0a-49c0-ba21-e36d80ac4450/manifest					7
メモ「学生ハ師ノ奴隷カ」(「評論新聞」31号)	GP040:F85:41		福澤攻撃全集資料			1枚 /形態:パンフレット /3cm×14.5cm(台紙:18.5cm×26cm)	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/842b99e1-8ad9-42bb-b975-94a7f3d8aef8.json	842b99e1-8ad9-42bb-b975-94a7f3d8aef8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/842b99e1-8ad9-42bb-b975-94a7f3d8aef8	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ad326640a82be71be9bd24983859b68abf43a1a6.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72673	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	62		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/842b99e1-8ad9-42bb-b975-94a7f3d8aef8/manifest					1
封筒「陰毛考資料」	GP619:Mi85:1		陰毛考資料			1点 25×17cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1652517f-6508-4fbe-a00b-870057048aad.json	1652517f-6508-4fbe-a00b-870057048aad	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/1652517f-6508-4fbe-a00b-870057048aad	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d7378b37f9012ce9561f2e4d47e38fb5b2c051cf.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73073	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	620		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1652517f-6508-4fbe-a00b-870057048aad/manifest					2
人の毛の話	GP619:Mi85:3		陰毛考資料	阿部余四男		1綴 ; 26cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6026a43f-a42d-49cb-b104-28a5f3909356.json	6026a43f-a42d-49cb-b104-28a5f3909356	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/6026a43f-a42d-49cb-b104-28a5f3909356	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/86915efb981f20eb3e6074da447e4fb5bbd95221.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73074	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	622		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6026a43f-a42d-49cb-b104-28a5f3909356/manifest					4
意匠登録證(懐中時計小附物) 滑稽新聞社(三好米吉)宛	GP620:I84					1綴 32cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3b291c5f-9377-44a2-b489-55690bb6e669.json	3b291c5f-9377-44a2-b489-55690bb6e669	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/3b291c5f-9377-44a2-b489-55690bb6e669	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/80ab822f3a074153b5cc40a809b4e9d152339908.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73075	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	623		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3b291c5f-9377-44a2-b489-55690bb6e669/manifest					7
新聞煎餅書類	GP628:Sh59					1綴 27cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1dafd4d3-de97-42b8-8a2b-6347754c85c6.json	1dafd4d3-de97-42b8-8a2b-6347754c85c6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/1dafd4d3-de97-42b8-8a2b-6347754c85c6	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/58a0fc0fbf3c93c58ef4311f2c214b10de7f6289.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73076	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	624		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1dafd4d3-de97-42b8-8a2b-6347754c85c6/manifest					177
彼此報條 上、下	GP637:A68			[宮武外骨編]		2綴(101枚) H32.5×W24.0	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/59a97663-db6c-44ac-a631-70f4b3073757.json	59a97663-db6c-44ac-a631-70f4b3073757	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/59a97663-db6c-44ac-a631-70f4b3073757	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/bb23a8126524e46f82a51836a848699e254fefb3.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73077	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	625		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/59a97663-db6c-44ac-a631-70f4b3073757/manifest					201
美人長繪三幅對	GP720:B42			戀川春町, 湖龍斎(磯田), 鳥居清長 画	翻刻兼発行者:宮武外骨 発売所:雅俗文庫	2幅 123×15cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/aba988a6-8574-4af9-8010-d88a83c8920b.json	aba988a6-8574-4af9-8010-d88a83c8920b	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/aba988a6-8574-4af9-8010-d88a83c8920b	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b7f07eb71feaab3650ecfdf3d520ce1db55237c9.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73078	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	626		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/aba988a6-8574-4af9-8010-d88a83c8920b/manifest					12
繪葉書集	GP720:E34					1綴 19cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6a6647a0-ce1c-4e2b-afa5-e39c56a418b2.json	6a6647a0-ce1c-4e2b-afa5-e39c56a418b2	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/6a6647a0-ce1c-4e2b-afa5-e39c56a418b2	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e8225d6f3e99ce32332992e3f039a2594af70744.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73079	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	627		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6a6647a0-ce1c-4e2b-afa5-e39c56a418b2/manifest					93
豊太閤五妻花見図	GP720:H96			喜多川歌麿 筆		3枚 42× 25cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3ec0ed92-07ea-453c-b152-65c6286833fa.json	3ec0ed92-07ea-453c-b152-65c6286833fa	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/3ec0ed92-07ea-453c-b152-65c6286833fa	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e734b8c8ca7e256deb07084b28bdcf9a22916498.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73080	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	629		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ec0ed92-07ea-453c-b152-65c6286833fa/manifest					6
「中外廣問新報」11号(三田ノ大爺ノ臀毛ヲ抜ク)	GP040:F85:42		福澤攻撃全集資料			1綴(12丁) /形態:冊子 /17.5cm×11.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f93cc6b8-f0e0-4399-aeb9-ed9db9966e3e.json	f93cc6b8-f0e0-4399-aeb9-ed9db9966e3e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/f93cc6b8-f0e0-4399-aeb9-ed9db9966e3e	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/492016bfab4cce70a51830e40aea9d2c3d97ef30.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72674	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	63		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f93cc6b8-f0e0-4399-aeb9-ed9db9966e3e/manifest					13
高等滑稽意匠絵葉書	GP720:Ko94			小野村夫 考案		3袋(18枚) 16cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c9455cd-247f-4406-b5d6-5e5d93f7758e.json	3c9455cd-247f-4406-b5d6-5e5d93f7758e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/3c9455cd-247f-4406-b5d6-5e5d93f7758e	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a4dc52d82046c69745b3466a7255b90a616654ab.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73081	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	630		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3c9455cd-247f-4406-b5d6-5e5d93f7758e/manifest					44
高等滑稽意匠絵葉書	GP720:Ko942				杉商會	1袋(6枚) 15cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/49c85bce-d82a-4626-a705-0832d4da7542.json	49c85bce-d82a-4626-a705-0832d4da7542	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/49c85bce-d82a-4626-a705-0832d4da7542	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4977bb1d2f308565d1439fdc8e613a3be68372c2.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73082	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	631		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/49c85bce-d82a-4626-a705-0832d4da7542/manifest					14
日月星三光	GP720:N71			歌川広重画		3枚1組 28×35cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ecd5180b-c5d6-4477-9fd7-b5fc9e72b647.json	ecd5180b-c5d6-4477-9fd7-b5fc9e72b647	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/ecd5180b-c5d6-4477-9fd7-b5fc9e72b647	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0cb1cc5268bbe115013634854fb1a52083e69bf1.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73083	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	632		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ecd5180b-c5d6-4477-9fd7-b5fc9e72b647/manifest					6
人形つかひ	GP720:N76			喜多川歌麿筆		1袋(6枚) 14cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a51ba50f-29ea-45df-bb32-f4d78a66f4e4.json	a51ba50f-29ea-45df-bb32-f4d78a66f4e4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/a51ba50f-29ea-45df-bb32-f4d78a66f4e4	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/09fa18e724b44ebff30443d8027af02da6a1a825.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73084	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	633		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a51ba50f-29ea-45df-bb32-f4d78a66f4e4/manifest					16
「面自半分」掲載画	GP720:O63					10枚, 1枚 24×16cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4fc1d39f-0c66-454b-a886-a4afa7c60743.json	4fc1d39f-0c66-454b-a886-a4afa7c60743	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/4fc1d39f-0c66-454b-a886-a4afa7c60743	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/76da4f079a26142aab6c95da5b2e8b30b3b3c898.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73085	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	634		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4fc1d39f-0c66-454b-a886-a4afa7c60743/manifest					18
色紙	GP720:Sh34					2枚 36×7cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9018bec4-2ff1-459c-a013-99df3f2c16f5.json	9018bec4-2ff1-459c-a013-99df3f2c16f5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/9018bec4-2ff1-459c-a013-99df3f2c16f5	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/456840f4bc74e059e9ee2b4461e3e5d5acd0b4d3.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73086	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	635		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9018bec4-2ff1-459c-a013-99df3f2c16f5/manifest					4
頓智會雑誌表紙繪草稿	GP720:To63			小林清親画		1綴(4葉) 24cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f549934e-7a8c-4d10-b84d-770a7a68817e.json	f549934e-7a8c-4d10-b84d-770a7a68817e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/f549934e-7a8c-4d10-b84d-770a7a68817e	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fb07b7206bba43f0311dc1be103877fbf93e5e05.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73087	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	636		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f549934e-7a8c-4d10-b84d-770a7a68817e/manifest					7
月岡雪鼎	GP720:Ts64					1綴 26cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1151e53d-9bae-4a21-8d0a-ba32b5ef588d.json	1151e53d-9bae-4a21-8d0a-ba32b5ef588d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/1151e53d-9bae-4a21-8d0a-ba32b5ef588d	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/409148d9be1859bf1bb01c8dd48d8761570d7a2f.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73088	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	637		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1151e53d-9bae-4a21-8d0a-ba32b5ef588d/manifest					10
和様沈香亭	GP720:W49			喜多川歌麿 筆		1枚 27×38cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1c878173-ef62-4631-a571-769133e0496d.json	1c878173-ef62-4631-a571-769133e0496d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/1c878173-ef62-4631-a571-769133e0496d	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d8dfbaa6ef8a410a232843941b7e4598c8fd67cc.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73089	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	638		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1c878173-ef62-4631-a571-769133e0496d/manifest					5
古銭形文鎮	GP750:Ko83					3個	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cd4aab4d-e122-4ead-8322-a399b76b9597.json	cd4aab4d-e122-4ead-8322-a399b76b9597	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/cd4aab4d-e122-4ead-8322-a399b76b9597	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b9f6befac3553de926ee2f339331bb37ed497b08.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/73090	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	639		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cd4aab4d-e122-4ead-8322-a399b76b9597/manifest					13
筆写原稿「三田ノ大爺ノ臀毛ヲ抜ク(明治十三年一月二十四日發行『中外廣問新報』第十一號所載)」	GP040:F85:43		福澤攻撃全集資料			4枚 /形態:パンフレット /39cm×29.5cm	http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/51fe5a66-af62-4a67-8ecf-51145b5d6f56.json	51fe5a66-af62-4a67-8ecf-51145b5d6f56	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/51fe5a66-af62-4a67-8ecf-51145b5d6f56	http://www.meiji.j.u-tokyo.ac.jp/digitalarchive_reuse_meijibunko.html	https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9546c1cc619ffca039a45555049fcc16d4237df4.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/72675	明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko in the University of Tokyo, JAPAN	http://iiif.io/api/presentation/2#rightToLeftDirection		宮武外骨蒐集資料(外骨書函パンフレット類)	64		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/51fe5a66-af62-4a67-8ecf-51145b5d6f56/manifest					5
