タイトル,書名よみ,形態,他の書名,注記,分類,OPAC,請求記号,Source Identifier,Date,Publisher,Type,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
dcterms:title,dcndl:transcription,dcterms:extent,dcndl:alternative,archiveshub:note,dcterms:subject,dcterms:references,dcndl:callNumber,dcndl:sourceIdentifier,dcterms:date,dcterms:publisher,dcterms:type,iiif viewer,bibo:identifier,dcterms:isPartOf,dcterms:relation,dcterms:rights,foaf:thumbnail,rdfs:seeAlso,sc:attributionLabel,sc:viewingDirection,sc:viewingHint,uterms:databaseLabel,uterms:sort,uterms:year,uterms:manifestUri,uterms:searchApiUri,uterms:annotedManifest,uterms:linkToTapas,uterms:rtf,50331
猿源氏草子,さるげんじのそうし,48丁 : 挿絵 ; 16×23cm,,,御伽草子,,E22:776:21|A00:霞亭:21,東京大学総合図書館霞亭文庫目録21,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d35d07f-9726-4bc9-99fc-e823166299ab.json,8d35d07f-9726-4bc9-99fc-e823166299ab,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/8d35d07f-9726-4bc9-99fc-e823166299ab,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/aafbb59a5adef2e2583df49f8c785d9b7ad413a8.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39590,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0021,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8d35d07f-9726-4bc9-99fc-e823166299ab/manifest,,,,,51
三人ほうし,さんにんほうし,2巻2冊 : 挿絵 ; 25cm,,刊年: [寛永頃],御伽草子,,E22:776:22|A00:霞亭:22,東京大学総合図書館霞亭文庫目録22,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3c749d4a-7d40-4597-a867-cd21c8759dbf.json,3c749d4a-7d40-4597-a867-cd21c8759dbf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3c749d4a-7d40-4597-a867-cd21c8759dbf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d5c2eeda9d660d521c353ef7f6cf6981f5f586bd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39591,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0022,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3c749d4a-7d40-4597-a867-cd21c8759dbf/manifest,,,,,49
三人ほうし,さんにんほうし,2巻1冊 : 挿絵 ; 24cm,,刊記: 正保三年二月吉日,御伽草子,,E22:776:23|A00:霞亭:23,東京大学総合図書館霞亭文庫目録23,正保三年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/19ced0b2-220b-4fa3-ab46-a44a25b6373c.json,19ced0b2-220b-4fa3-ab46-a44a25b6373c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/19ced0b2-220b-4fa3-ab46-a44a25b6373c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b80b040874ccaf035e07717bbe4d4de4b4d5941d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39592,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0023,1646,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/19ced0b2-220b-4fa3-ab46-a44a25b6373c/manifest,,,,,34
しぐれ,しぐれ,21丁 : 挿絵 ; 27cm,,下巻のみ|刊年: [正保・慶安頃],御伽草子,,E22:776:24|A00:霞亭:24,東京大学総合図書館霞亭文庫目録24,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/1494a8fa-eec3-4273-9ec4-c835eaddad27.json,1494a8fa-eec3-4273-9ec4-c835eaddad27,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/1494a8fa-eec3-4273-9ec4-c835eaddad27,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/560294d66cbdb71e9c004e8c2345f0c102d3a40c.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39593,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0024,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/1494a8fa-eec3-4273-9ec4-c835eaddad27/manifest,,,,,26
しぐれのえん,しぐれのえん,3巻3冊 : 挿絵 ; 27cm,繪入あまやどり,"「繪入あまやどり」は題簽から|刊記: 天和四年, うろこかたや板",御伽草子,,E22:776:25|A00:霞亭:25,東京大学総合図書館霞亭文庫目録25,天和四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9c41076b-84ee-4059-bd6c-86e3435e775c.json,9c41076b-84ee-4059-bd6c-86e3435e775c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/9c41076b-84ee-4059-bd6c-86e3435e775c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/118a14e1807be1530602f3edcc9bd113f8310c8a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39594,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0025,1684,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9c41076b-84ee-4059-bd6c-86e3435e775c/manifest,,,,,45
釈迦如来御本地,しゃかによらいごほんじ,3巻3冊 : 挿絵 ; 27cm,,,御伽草子,,E22:776:26|A00:霞亭:26,東京大学総合図書館霞亭文庫目録26,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4d58cc09-fe66-4757-a1b2-43bfdc5c297b.json,4d58cc09-fe66-4757-a1b2-43bfdc5c297b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/4d58cc09-fe66-4757-a1b2-43bfdc5c297b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f46aaa839c1d7757eaa17e7e7d8583a6f69b97bf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39595,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0026,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4d58cc09-fe66-4757-a1b2-43bfdc5c297b/manifest,,,,,68
十二人ひめ,じゅうににんひめ,2巻2冊 : 挿絵 ; 27cm,,刊記: 松會開板|刊年: [寛文頃],御伽草子,,E22:776:27|A00:霞亭:27,東京大学総合図書館霞亭文庫目録27,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ad00029b-e6ff-4146-a2a1-b7875c20e8fb.json,ad00029b-e6ff-4146-a2a1-b7875c20e8fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/ad00029b-e6ff-4146-a2a1-b7875c20e8fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1e8f36b4c87613ce0a4d45ae6ee33c9a93f96545.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39596,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0027,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ad00029b-e6ff-4146-a2a1-b7875c20e8fb/manifest,,,,,23
しゆてん童子,しゅてんどうじ,47丁 : 挿絵 ; 17×23cm,,刊記: 書林澁川清右衞門,御伽草子,,E22:776:28|A00:霞亭:28,東京大学総合図書館霞亭文庫目録28,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8f0ab4d5-acd4-4a3c-8f80-d46cad2288be.json,8f0ab4d5-acd4-4a3c-8f80-d46cad2288be,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/8f0ab4d5-acd4-4a3c-8f80-d46cad2288be,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7aa78ddd57fb45aa049e831de71be00503c23b76.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39597,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0028,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8f0ab4d5-acd4-4a3c-8f80-d46cad2288be/manifest,,,,,50
たなはた,たなばた,2巻2冊 : 挿絵 ; 27cm,,刊記: 松會開板|刊年: [寛文・延宝頃],御伽草子,,E22:776:29|A00:霞亭:29,東京大学総合図書館霞亭文庫目録29,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4fb731aa-536d-4379-8792-aebc9779db49.json,4fb731aa-536d-4379-8792-aebc9779db49,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/4fb731aa-536d-4379-8792-aebc9779db49,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c5901112f7efc795e5aefd6bf11f17c8e5af2814.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39598,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0029,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4fb731aa-536d-4379-8792-aebc9779db49/manifest,,,,,25
俵藤太物語,たわらとうだものがたり,2巻2冊 : 挿絵 ; 26cm,,,御伽草子,,E22:776:30|A00:霞亭:30,東京大学総合図書館霞亭文庫目録30,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6531714a-6ce5-4f86-b2fa-0ebeb75aead0.json,6531714a-6ce5-4f86-b2fa-0ebeb75aead0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/6531714a-6ce5-4f86-b2fa-0ebeb75aead0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/07a339fcd6f266d894f4f8e58886e8c163cd0d9f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39599,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0030,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6531714a-6ce5-4f86-b2fa-0ebeb75aead0/manifest,,,,,69
中将姫本地,ちゅうじょうひめのほんじ,22丁半 : 挿絵 ; 26cm,,"刊記: 慶安四年, 開板",御伽草子,,E22:776:31|A00:霞亭:31,東京大学総合図書館霞亭文庫目録31,慶安四年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3ce7aaf9-519a-4434-84ef-95f80e8126a4.json,3ce7aaf9-519a-4434-84ef-95f80e8126a4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/3ce7aaf9-519a-4434-84ef-95f80e8126a4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/88f6a4f4ba88f4ade371711664bb6c008f39ac9d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39600,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0031,1651,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ce7aaf9-519a-4434-84ef-95f80e8126a4/manifest,,,,,26
ちうじやうひめの本地,ちゅうじょうひめのほんじ,2巻2冊 : 挿絵 ; 27cm,,"刊記: 寛文五年, 松會開板",御伽草子,,E22:776:32|A00:霞亭:32,東京大学総合図書館霞亭文庫目録32,寛文五年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/232e527f-dce3-439c-aea0-202b389e7924.json,232e527f-dce3-439c-aea0-202b389e7924,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/232e527f-dce3-439c-aea0-202b389e7924,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/23e4e1ec666d8493531738b7ee26dc5483d6804a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39601,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0032,1665,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/232e527f-dce3-439c-aea0-202b389e7924/manifest,,,,,24
天狗のたいり,てんぐのだいり,3巻3冊 : 挿絵 ; 24cm,,原本は写本,御伽草子,,E22:776:33|A00:霞亭:33,東京大学総合図書館霞亭文庫目録33,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/53c1557d-042b-41a3-91dd-55bdb9de3b53.json,53c1557d-042b-41a3-91dd-55bdb9de3b53,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/53c1557d-042b-41a3-91dd-55bdb9de3b53,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a43ff269e0ba792fef94f0f30d0a01bec01f4165.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39602,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0033,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/53c1557d-042b-41a3-91dd-55bdb9de3b53/manifest,,,,,68
だうじやうじ物語,どうじょうじものがたり,3巻3冊 : 挿絵 ; 25cm,繪入だうじやうじ物語,「繪入だうじやうじ物語」は題簽から,御伽草子,,E22:776:34|A00:霞亭:34,東京大学総合図書館霞亭文庫目録34,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/496c30b6-6dcc-4c77-b545-9472ade6ea63.json,496c30b6-6dcc-4c77-b545-9472ade6ea63,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/496c30b6-6dcc-4c77-b545-9472ade6ea63,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b6362dc9532d11bd3dfd0fb5422dbd2035b3e7cc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39603,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0034,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/496c30b6-6dcc-4c77-b545-9472ade6ea63/manifest,,,,,47
ななくさ草紙,ななくさぞうし,9丁 : 挿絵 ; 16×24cm,なゝくさ草紙,「なゝくさ草紙」は原題簽から,御伽草子,,E22:776:35|A00:霞亭:35,東京大学総合図書館霞亭文庫目録35,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/39bf9512-8429-41ad-849c-7b1fed8bca15.json,39bf9512-8429-41ad-849c-7b1fed8bca15,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/39bf9512-8429-41ad-849c-7b1fed8bca15,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/867ff5e6bb1cd8f032cebc33d2dfbe115e8b0df2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39604,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0035,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/39bf9512-8429-41ad-849c-7b1fed8bca15/manifest,,,,,12
ななくさ草紙,ななくさぞうし,9丁 : 挿絵 ; 16×23cm,七艸草子,「七艸草子」は書題簽から,御伽草子,,E22:776:36|A00:霞亭:36,東京大学総合図書館霞亭文庫目録36,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4fb5bfce-e2d7-4e6a-95b9-b6f19afc949b.json,4fb5bfce-e2d7-4e6a-95b9-b6f19afc949b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/4fb5bfce-e2d7-4e6a-95b9-b6f19afc949b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2a7ece2e6408abe1637f465b93d4ba70b8b963d2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39605,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0036,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4fb5bfce-e2d7-4e6a-95b9-b6f19afc949b/manifest,,,,,12
なにわのまへ物がたり,なにわのまえものがたり,18丁 : 挿絵 ; 19 cm,,最終丁欠|刊年: [元禄頃],御伽草子,,E22:776:37|A00:霞亭:37,東京大学総合図書館霞亭文庫目録37,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/62ad5a95-06d8-45c2-a3ab-da2bed6132e5.json,62ad5a95-06d8-45c2-a3ab-da2bed6132e5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/62ad5a95-06d8-45c2-a3ab-da2bed6132e5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/25550d51b93a9aeec438c061d279d52066a9a39e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39606,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0037,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/62ad5a95-06d8-45c2-a3ab-da2bed6132e5/manifest,,,,,21
ねこのさうし,ねこのそうし,17丁 : 挿絵 ; 16×23cm,,,御伽草子,,E22:776:38|A00:霞亭:38,東京大学総合図書館霞亭文庫目録38,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/44a33c3c-e2f8-4a3d-9637-8069d8d65d21.json,44a33c3c-e2f8-4a3d-9637-8069d8d65d21,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/44a33c3c-e2f8-4a3d-9637-8069d8d65d21,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/af063579ae081552b4981c450ad7dc289702eb6e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39607,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0038,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/44a33c3c-e2f8-4a3d-9637-8069d8d65d21/manifest,,,,,20
のせさる草子,のせざるそうし,13丁半 : 挿絵 ; 17×23cm,,,御伽草子,,E22:776:39|A00:霞亭:39,東京大学総合図書館霞亭文庫目録39,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/911c6f36-891c-47c6-b416-c84687455f0e.json,911c6f36-891c-47c6-b416-c84687455f0e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/911c6f36-891c-47c6-b416-c84687455f0e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/206d18743d0a091da35c115c0d0ab8eb1a7a84da.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39608,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0039,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/911c6f36-891c-47c6-b416-c84687455f0e/manifest,,,,,17
はちかづきさいしやうの君,はちかづきさいしょうのきみ,2巻2冊 : 挿絵 ; 27cm,,刊記: 松會開板|刊年: [寛文頃],御伽草子,,E22:776:40|A00:霞亭:40,東京大学総合図書館霞亭文庫目録40,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/dbe41992-94c3-4f1c-9678-b6121e6dfafc.json,dbe41992-94c3-4f1c-9678-b6121e6dfafc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/dbe41992-94c3-4f1c-9678-b6121e6dfafc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/510f4adca66859217098ca0910e8e1d108b024d2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39609,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0040,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/dbe41992-94c3-4f1c-9678-b6121e6dfafc/manifest,,,,,24
蛤の草子,はまぐりのそうし,30丁 : 挿絵 ; 16×23cm,,,御伽草子,,E22:776:41|A00:霞亭:41,東京大学総合図書館霞亭文庫目録41,,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/59e0c2a3-3af5-4fd0-8e99-7352bd04b12c.json,59e0c2a3-3af5-4fd0-8e99-7352bd04b12c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/59e0c2a3-3af5-4fd0-8e99-7352bd04b12c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/69a7d6b85de2bd122475102c7dd0b9d1e84c47a1.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39610,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0041,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/59e0c2a3-3af5-4fd0-8e99-7352bd04b12c/manifest,,,,,33
火おけのさうし,ひおけのそうし,2巻2冊 : 挿絵 ; 27cm,,"刊記: 寛文六年, 松會開板",御伽草子,,E22:776:42|A00:霞亭:42,東京大学総合図書館霞亭文庫目録42,寛文六年,(:私製),影印版,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/33f43ade-1e77-4edf-b515-8e523a6c826b.json,33f43ade-1e77-4edf-b515-8e523a6c826b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/katei/document/33f43ade-1e77-4edf-b515-8e523a6c826b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/10773f4f28cae0ec918703d2f649e70944762868.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/39611,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,霞亭文庫,0042,1666,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/33f43ade-1e77-4edf-b515-8e523a6c826b/manifest,,,,,22
