タイトル	年月日	本文タイトル（原本）	巻頭目録タイトル（原本）	本文タイトル（標点本）	巻頭目録タイトル（標点本）	冊	巻	条	画像（開始コマ）	請求記号	類	目	影印本	標点本	Date Created	ID	ウェブサイトURL	アイテムURL	利用条件	サムネイル	機械可読ドキュメント	帰属	viewingDirection	コレクション	IIIFマニフェストURI	ソート用項目	西暦	# of media
輪操官軍匠役在逃三次調衞窩主問罪枷號	弘治3.7.1	輪操官軍匠役在逃三次調衞窩主問罪枷號	輪操官軍匠役在逃三次調衞窩主問罪枷號/前件弘治三年七月初一日愽報夷情事	輪操官軍匠役在逃三次調衞窩主問罪枷號	輪操官軍匠役在逃三次調衞窩主問罪枷號/前件弘治三年七月初一日傅(傳)報夷情事	第12冊(不分巻-6)	卷27	第30條	9906-00041	A00:6290:12	兵部類	從征守禦官軍逃	下-557上表	乙6-187(附-103)	1490-070-01	800a3512-3143-44a2-a984-ed98f707dfca	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/800a3512-3143-44a2-a984-ed98f707dfca	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101558/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100050	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/800a3512-3143-44a2-a984-ed98f707dfca/manifest			11
京操把總官員在逃半年之上者改調沿邊衞分差操	弘治5.9.20	京操把總官員在逃半年之上者改調沿邊衞分差操	京操把總官員在逃半年之上者改調沿邊衞分差操/前件弘治五年九月二十日曠職官員事	京操把總官員在逃半年之上者改調沿邊衞分差操	京操把總官員在逃半年之上者改調沿邊衞分差操/前件弘治五年九月二十日曠職官員事	第12冊(不分巻-6)	卷27	第31條	9906-00051	A00:6290:12	兵部類	從征守禦官軍逃	下-562上表	乙6-194(附-104)	1492-090-20	629f2981-f4da-4f67-8c26-833114634973	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/629f2981-f4da-4f67-8c26-833114634973	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102257/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100051	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/629f2981-f4da-4f67-8c26-833114634973/manifest			3
逃操官旗一次二次者法司問罪納鈔收贖如果艱難者本衙門單衣決打各還職役三犯不改者調衞	弘治6.5.29	逃操官旗一次二次者法司問罪納鈔收贖如果艱難者本衙門單衣決打各還職役三犯不改者調衞	逃操官旗一次二次者法司問罪納鈔收贖如果艱難者本衙門單衣決打各還職役三犯不改者調衞/前件弘治六年五月二十九日應制進言事	逃操官旗一次二次者法司問罪納鈔收贖如果艱難者本衙門單衣決打各還職役三犯不改者調衞	逃操官旗一次二次者法司問罪納鈔收贖如果艱難者本衙門單衣決打各還職役三犯不改者調衞/前件弘治六年五月二十九日應制進言事	第12冊(不分巻-6)	卷27	第32條	9906-00053	A00:6290:12	兵部類	從征守禦官軍逃	下-563上表	乙6-195(附-105)	1493-050-29	8f98b353-a116-49cb-9dda-6f9234a3b0c8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/8f98b353-a116-49cb-9dda-6f9234a3b0c8	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101646/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100052	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8f98b353-a116-49cb-9dda-6f9234a3b0c8/manifest			5
各處淸軍解丁務要精壯正身違者將軍人全家發邊衞解人發附近衞所充軍	弘治6.7.27	各處淸軍解丁務要精壯正身違者將軍人全家發邊衞解人發附近衞所充軍	各處淸解軍丁務要精壯正身違者將軍人全家發邊衞解人發附近衞所俱充軍/前件弘治六年七月二十七日防冒解以實軍伍事	各處淸解軍丁務要精壯正身違者將軍人全家發邊衞解人發附近衞所充軍	各處淸解軍丁務要精壯正身違者將軍人全家發邊衞解人發附近衞所俱充軍/前件弘治六年七月二十七日防冒解以實軍伍事	第12冊(不分巻-6)	卷27	第33條	9906-00057	A00:6290:12	兵部類	從征守禦官軍逃	下-564下裏	乙6-198(附-106)	1493-070-27	5203db3d-a804-44b9-ad7d-c8dee939a1ec	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5203db3d-a804-44b9-ad7d-c8dee939a1ec	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101711/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100053	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5203db3d-a804-44b9-ad7d-c8dee939a1ec/manifest			3
招撫口外逃軍復役	天順8.7.1	招撫口外逃軍復役	招撫口外逃軍復役/前件天順八年七月初一日處置邊務招撫驚散邊軍事	招撫口外逃軍復役	招撫口外逃軍復役/前件天順八年七月初一日處置邊務招撫驚散邊軍事	第6冊	卷28	第1條	0028-00007	A00:6290:6	兵部類	優恤軍屬	上-690上表	乙5-90(28-1)	1464-070-01	25a8f0af-0910-4122-992e-2660ca33f4bc	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/25a8f0af-0910-4122-992e-2660ca33f4bc	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103742/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100054	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25a8f0af-0910-4122-992e-2660ca33f4bc/manifest			3
成化七年十二月二十九日陝西等道監察御史張道等題爲陳言弭災事	成化7.12.29	成化七年十二月二十九日陝西等道監察御史張道等題爲陳言弭災事	陳言弭災	陳言弭災	陳言弭災	第6冊	卷28	第2條	0028-00010	A00:6290:6	兵部類	優恤軍屬	上-691下表	乙5-92(28-2)	1471-120-29	518457cb-b658-479d-8281-d01417842a77	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/518457cb-b658-479d-8281-d01417842a77	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104100/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100055	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/518457cb-b658-479d-8281-d01417842a77/manifest			1
南城兵馬奏要各衞所拏人事例	天順8.10.14	南城兵馬奏要各衞所拏人事例	南城兵馬司奏要各衞所拏人事例/前件天順八年十月十四日巡捕事	南城兵馬[司]奏要各衞所吡人事例	南城兵馬司奏要各衞所拏人事例/前件天順八年十月十四日巡捕事	第6冊	卷28	第1條	0028-00011	A00:6290:6	兵部類	夜禁	上-692上表	乙5-92(28-3)	1464-100-14	5c83b156-29dc-4d68-9933-18ccf437c3f8	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/5c83b156-29dc-4d68-9933-18ccf437c3f8	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102326/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100056	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5c83b156-29dc-4d68-9933-18ccf437c3f8/manifest			3
天順八年十二月十一日兵部尚書王等題	天順8.12.11	天順八年十二月十一日兵部尚書王等題	淸理軍伍	淸理軍伍	淸理軍伍	第6冊	卷28	第2條	0028-00013	A00:6290:6	兵部類	夜禁	上-693上表	乙5-94(28-4)	1464-120-11	d0fbe5f5-b069-48c6-9725-0bae1f675de9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d0fbe5f5-b069-48c6-9725-0bae1f675de9	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103807/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100057	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d0fbe5f5-b069-48c6-9725-0bae1f675de9/manifest			2
天順八年十二月十一日兵部尚書王等題	天順8.12.11	天順八年十二月十一日兵部尚書王等題	なし	[缺題]	[缺題]	第6冊	卷28	第3條	0028-00015	A00:6290:6	兵部類	夜禁	上-693下裏	乙5-95(28-5)	1464-120-11	d755c7b5-30f6-45b7-8d83-9cd70cb450ff	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d755c7b5-30f6-45b7-8d83-9cd70cb450ff	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103553/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100058	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d755c7b5-30f6-45b7-8d83-9cd70cb450ff/manifest			2
各處軍衞有司淸解軍士不許朦朧勾擾冒解平人幷勒要財物例	成化1.3.11	各處軍衞有司淸解軍士不許朦朧勾擾冒解平人幷勒要財物例	各處軍衞有司淸解軍士不許朦朧勾擾冒解平人幷勒要財物例/前件成化元年三月十一日申明軍政事	各處軍衞有司淸解軍士不許朦朧勾擾冒解平人竝勒要財物例	各處軍衞有司淸解軍士不許朦朧勾擾冒解平人竝勒要財物例/前件成化元年三月十一日申明軍政事	第6冊	卷28	第4條	0028-00016	A00:6290:6	兵部類	夜禁	上-694下表	乙5-96(28-6)	1465-030-11	25336d33-0805-4656-8480-1bbfda8afbd0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/25336d33-0805-4656-8480-1bbfda8afbd0	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103576/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100059	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/25336d33-0805-4656-8480-1bbfda8afbd0/manifest			3
該班官軍未到幷拐馬不來者轉行巡按御史挨拏解問明白送營罰半班半年例	成化1.7.24	該班官軍未到幷拐馬不來者轉行巡按御史挨拏解問明白送營罰半班半年例	該班官軍未到幷拐馬不來者轉行巡按御史挨拏解問明白送營罰班半年/前件成化元年七月二十四日該班未到官軍事例	該班官軍未到竝拐馬不來者轉行巡按御史挨拏解問明白送營罰(半)班半年例	該班官軍未到竝拐馬不來者轉行巡按御史挨拏解問明白送營罰班半年[例]/前件成化元年七月二十四日該班未到官軍事例	第6冊	卷28	第5條	0028-00018	A00:6290:6	兵部類	夜禁	上-695下表	乙5-98(28-7)	1465-070-24	c512a82e-1304-43e1-92cb-ceb634db8a11	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/c512a82e-1304-43e1-92cb-ceb634db8a11	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104042/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100060	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c512a82e-1304-43e1-92cb-ceb634db8a11/manifest			2
朵操官軍調邊衞例	成化1.9.3	朵操官軍調邊衞例	朵操官軍調邊衞例/前件成化元年九月初三日軍務事	躲操官軍調邊衞例	(朵)[躲]操官軍調邊衞例/前件成化元年九月初三日軍務事	第6冊	卷28	第6條	0028-00020	A00:6290:6	兵部類	夜禁	上-696下表	乙5-100(28-8)	1465-090-03	ef8fb5ee-af4d-4d47-98a4-c27fc1765b26	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ef8fb5ee-af4d-4d47-98a4-c27fc1765b26	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103945/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100061	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ef8fb5ee-af4d-4d47-98a4-c27fc1765b26/manifest			3
優免坐鋪例	成化4.7.8	優免坐鋪例	優免坐鋪例/前件成化四年七月初八日陳言巡捕事	優免坐鋪例	優免坐鋪例/前件成化四年七月初八日陳言巡捕事	第6冊	卷28	第7條	0028-00023	A00:6290:6	兵部類	夜禁	上-698上表	乙5-102(28-9)	1468-070-08	0746dc85-1c7e-418e-8f92-15749ba9ce8a	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0746dc85-1c7e-418e-8f92-15749ba9ce8a	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/104106/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100062	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0746dc85-1c7e-418e-8f92-15749ba9ce8a/manifest			1
五城兵馬司官免赴各監局打卯弓兵不許遠差例	成化5.2.21	五城兵馬司官免赴各監局打卯弓兵不許遠差例	五城兵馬司官免赴各監局打卯及弓兵不許遠差例/前件成化五年二月二十一日申明巡捕事	五城兵馬司官免赴各監局打卯及弓兵不許遠差例	五城兵馬司官免赴各監局打卯及弓兵不許遠差例/前件成化五年二月二十一日申明巡捕事	第6冊	卷28	第8條	0028-00024	A00:6290:6	兵部類	夜禁	上-698下表	乙5-102(28-10)	1469-020-21	ff20b2ad-ca7f-44f4-afed-df3083a1bf40	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/ff20b2ad-ca7f-44f4-afed-df3083a1bf40	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/102876/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100063	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ff20b2ad-ca7f-44f4-afed-df3083a1bf40/manifest			3
勇士免本身再免二丁餘其坐鋪	成化5.5	勇士免本身再免二丁餘其坐鋪	勇士免本身再免二丁其餘坐鋪/前件成化五年五月內乞	勇士免本身再免二丁其餘坐鋪	勇士免本身再免二丁其餘坐鋪/前件成化五年五月內乞[恩事]	第6冊	卷28	第9條	0028-00027	A00:6290:6	兵部類	夜禁	上-700上表	乙5-104(28-11)	1469-050-99	d5a7b1cd-7cc8-4733-9aa8-cde9aaa794e9	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/d5a7b1cd-7cc8-4733-9aa8-cde9aaa794e9	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/101349/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100064	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d5a7b1cd-7cc8-4733-9aa8-cde9aaa794e9/manifest			1
簡選兵馬官及不許各衙門擅自拘喚凌辱例	成化6.7.12	簡選兵馬官及不許各衙門擅自拘喚凌辱例	簡選兵馬官不許各衙門擅自拘喚凌辱例/前件成化六年七月十二日	簡選兵馬官及不許各衙門擅自拘喚凌辱例	簡選兵馬官[及]不許各衙門擅自拘喚凌條辱例/前件成化六年七月十二日	第6冊	卷28	第10條	0028-00028	A00:6290:6	兵部類	夜禁	上-700下表	乙5-105(28-12)	1470-070-12	519ea010-3d50-4d9a-a10e-109e69e1bc75	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/519ea010-3d50-4d9a-a10e-109e69e1bc75	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103528/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100065	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/519ea010-3d50-4d9a-a10e-109e69e1bc75/manifest			2
兵馬司官等一捕盜等項不許各衙門拘喚攪擾例	成化6.7.25	兵馬司官等一捕盜等項不許各衙門拘喚攪擾例	兵馬司官專一捕盜等項不許各衙門拘喚覺優例/前件成化六年七月二十五日捕盜安民事	兵馬司官(等)[專]一捕盜等項不許各衙門拘喚攪擾例	兵馬司官專一捕盜等項不許各衙門拘喚(覺)[攪]擾例/前件成化六年七月二十五日捕盜安民事	第6冊	卷28	第11條	0028-00030	A00:6290:6	兵部類	夜禁	上-701下表	乙5-106(28-13)	1470-070-25	af344896-4dcc-40a0-9e76-b1dd3dab492e	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/af344896-4dcc-40a0-9e76-b1dd3dab492e	https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/103379/full/200,151/0/default.jpg	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100066	東京大学総合図書館 General Library in the University of Tokyo, JAPAN		皇明條法事類纂デジタルアーカイブ	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/af344896-4dcc-40a0-9e76-b1dd3dab492e/manifest			5
